#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
        2100       7.689128e-04       1.011435e-04       3.714604e-04       2.709814e-02       4.197264e-03       1.061957e-02
        2200       6.732119e-04       8.112215e-05       4.138633e-04       2.289426e-02       3.297268e-03       9.916720e-03
        2300       1.306841e-03       1.879428e-04       6.570138e-04       2.009962e-02       3.456800e-03       9.811244e-03
        2400       9.185752e-04       2.810420e-04       5.661624e-04       3.071257e-02       3.841564e-03       1.035340e-02
        2500       1.054736e-03       2.037510e-04       6.622757e-04       2.627168e-02       3.479942e-03       1.101085e-02
        2600       5.861426e-04       1.450312e-04       4.507453e-04       3.757545e-02       3.703535e-03       1.071723e-02
        2700       6.599777e-04       2.516530e-04       4.407148e-04       4.471646e-02       3.430719e-03       1.129875e-02
        2800       1.115763e-03       8.991721e-05       5.044064e-04       3.351247e-02       3.481496e-03       1.037968e-02
        2900       8.611622e-04       1.596387e-04       4.803892e-04       2.130180e-02       3.850839e-03       9.915143e-03
        3000       5.923929e-04       2.292699e-04       3.357957e-04       2.383366e-02       3.261786e-03       1.011392e-02
        3100       7.397091e-04       3.490404e-04       4.498218e-04       2.565291e-02       2.702378e-03       1.015110e-02
        3200       1.414581e-03       3.387379e-04       6.633472e-04       3.592527e-02       3.883168e-03       1.152774e-02
        3300       9.348322e-04       2.554575e-04       4.744893e-04       2.930708e-02       4.853287e-03       1.093892e-02
        3400       7.358102e-04       1.644436e-04       4.392308e-04       2.971598e-02       3.399070e-03       1.065806e-02
        3500       9.465271e-04       1.346675e-04       4.308935e-04       1.948474e-02       4.441948e-03       9.790812e-03
        3600       5.215456e-04       1.592635e-04       3.133813e-04       2.245637e-02       3.577531e-03       8.987326e-03
        3700       7.450040e-04       2.491538e-04       4.838321e-04       2.650181e-02       3.903945e-03       9.343245e-03
        3800       1.032638e-03       4.217400e-04       6.126777e-04       2.366288e-02       3.538369e-03       9.980848e-03
        3900       1.056910e-03       2.680982e-04       5.524774e-04       2.712608e-02       2.759420e-03       1.035059e-02
        4000       7.229614e-04       2.196324e-04       4.446029e-04       2.469343e-02       3.908208e-03       1.003026e-02
        4100       1.069746e-03       2.130479e-04       6.033994e-04       2.564081e-02       3.348462e-03       9.789329e-03
        4200       1.010947e-03       2.190638e-04       5.025123e-04       2.301529e-02       3.714252e-03       9.515733e-03
        4300       7.925311e-04       7.961672e-05       4.660188e-04       2.118096e-02       3.823709e-03       9.496171e-03
        4400       8.541123e-04       2.275920e-04       4.752600e-04       2.765220e-02       3.374593e-03       9.956391e-03
        4500       6.800089e-04       1.068282e-04       3.339711e-04       2.162122e-02       4.361425e-03       1.018256e-02
        4600       5.724496e-04       1.052237e-04       3.467318e-04       2.646192e-02       3.106491e-03       1.113786e-02
        4700       7.264293e-04       1.406240e-04       3.825808e-04       2.516356e-02       3.447001e-03       9.868484e-03
        4800       6.321359e-04       5.861982e-05       3.708855e-04       1.899412e-02       2.945805e-03       9.382199e-03
        4900       7.658860e-04       2.059130e-04       3.949190e-04       2.389275e-02       3.106340e-03       9.737830e-03
        5000       6.557880e-04       1.050190e-04       3.817215e-04       3.579815e-02       3.376555e-03       1.011461e-02
        5100       1.161687e-03       1.156969e-04       5.653380e-04       2.055559e-02       2.803722e-03       9.811691e-03
        5200       5.626717e-04       1.438304e-04       3.531304e-04       2.993257e-02       4.485818e-03       1.060452e-02
        5300       9.830532e-04       3.309020e-04       6.012353e-04       2.332051e-02       3.051293e-03       9.810489e-03
        5400       6.306569e-04       1.353922e-04       4.230073e-04       2.194070e-02       2.625421e-03       1.003866e-02
        5500       1.012621e-03       1.636660e-04       4.915348e-04       2.949115e-02       3.080248e-03       1.024074e-02
        5600       9.081257e-04       1.264974e-04       4.452277e-04       2.635791e-02       3.748954e-03       9.980755e-03
        5700       1.209087e-03       1.050375e-04       5.687373e-04       2.270448e-02       4.071089e-03       9.825004e-03
        5800       5.869600e-04       1.664101e-04       4.171993e-04       2.377480e-02       3.539373e-03       9.674741e-03
        5900       6.525868e-04       2.531086e-04       4.856191e-04       2.117306e-02       3.847267e-03       1.001108e-02
        6000       6.993133e-04       1.049986e-04       3.934348e-04       2.337874e-02       3.268766e-03       9.580453e-03
        6100       6.294912e-04       3.557206e-04       4.441125e-04       3.032128e-02       3.736565e-03       1.051382e-02
        6200       6.856239e-04       2.650308e-04       4.925716e-04       2.242502e-02       2.675246e-03       9.728671e-03
        6300       4.519927e-04       2.460702e-04       3.284182e-04       2.039517e-02       3.951322e-03       9.060568e-03
        6400       7.059412e-04       1.460773e-04       3.888687e-04       3.064955e-02       2.972216e-03       9.457175e-03
        6500       4.989030e-04       1.821887e-04       3.427787e-04       2.505148e-02       3.292451e-03       9.603346e-03
        6600       1.010764e-03       1.062475e-04       5.257295e-04       2.227511e-02       2.770556e-03       8.842024e-03
        6700       7.485156e-04       4.620700e-05       4.591466e-04       2.349046e-02       2.996350e-03       1.045302e-02
        6800       5.551372e-04       1.669393e-04       4.042216e-04       2.411769e-02       3.003939e-03       9.803338e-03
        6900       7.687887e-04       2.871235e-04       4.990461e-04       2.464757e-02       3.846256e-03       9.232276e-03
        7000       7.381988e-04       2.199965e-04       4.123277e-04       2.574146e-02       4.155299e-03       9.511621e-03
        7100       7.754971e-04       1.475671e-04       4.490550e-04       5.159358e-02       3.690569e-03       1.078879e-02
        7200       7.752673e-04       1.533411e-04       4.822029e-04       2.557449e-02       3.711067e-03       1.004675e-02
        7300       5.689050e-04       1.645364e-04       3.389065e-04       2.352192e-02       3.294515e-03       1.032744e-02
        7400       5.412723e-04       1.538812e-04       3.406286e-04       2.976921e-02       2.454636e-03       1.041612e-02
        7500       9.837683e-04       1.938379e-04       4.347613e-04       2.542645e-02       3.184038e-03       1.027370e-02
        7600       8.391311e-04       4.174581e-04       5.921074e-04       2.630359e-02       4.035084e-03       9.582624e-03
        7700       1.395837e-03       2.639082e-04       6.412801e-04       3.440775e-02       3.752156e-03       1.034393e-02
        7800       1.002737e-03       2.404697e-04       4.851073e-04       4.938482e-02       3.697558e-03       1.065328e-02
        7900       4.951899e-04       2.575718e-04       3.670397e-04       2.747784e-02       3.255988e-03       9.954424e-03
        8000       6.982155e-04       1.525364e-04       4.349224e-04       3.014363e-02       4.219042e-03       1.041171e-02
        8100       9.477775e-04       2.242278e-04       4.190132e-04       2.722550e-02       2.892762e-03       1.026388e-02
        8200       9.056361e-04       2.373558e-04       4.464227e-04       2.093821e-02       3.508492e-03       1.024788e-02
        8300       8.029766e-04       2.470981e-04       5.197623e-04       2.494877e-02       3.334392e-03       1.008944e-02
        8400       1.202102e-03       3.345609e-04       6.728767e-04       2.619476e-02       2.977430e-03       1.050618e-02
        8500       1.106332e-03       2.175148e-04       5.143275e-04       2.624689e-02       3.649034e-03       1.019740e-02
        8600       4.110067e-04       1.672158e-04       3.303764e-04       2.198818e-02       3.633266e-03       1.027416e-02
        8700       7.774541e-04       1.640903e-04       3.604927e-04       2.691198e-02       3.892318e-03       1.028783e-02
        8800       4.521080e-04       1.079283e-04       3.291941e-04       2.636984e-02       4.105589e-03       9.916120e-03
        8900       6.570687e-04       1.468014e-04       4.149718e-04       2.112487e-02       2.542132e-03       9.508021e-03
        9000       7.065324e-04       2.188209e-04       4.377267e-04       2.464225e-02       4.103623e-03       1.018974e-02
        9100       9.035776e-04       1.280692e-04       4.881945e-04       3.917166e-02       2.891454e-03       9.652720e-03
        9200       8.333092e-04       1.425468e-04       4.167776e-04       2.167824e-02       3.459349e-03       9.184624e-03
        9300       6.629935e-04       1.422427e-04       4.050030e-04       2.387618e-02       4.439772e-03       1.026547e-02
        9400       6.505421e-04       1.388934e-04       4.103713e-04       2.247921e-02       3.443223e-03       1.023148e-02
        9500       4.083083e-04       1.136877e-04       3.346651e-04       2.392755e-02       3.307159e-03       1.048927e-02
        9600       3.913476e-04       2.327149e-04       3.076964e-04       2.960036e-02       3.006452e-03       9.674283e-03
        9700       6.589258e-04       1.606146e-04       3.200975e-04       1.859567e-02       3.587454e-03       9.894198e-03
        9800       6.727802e-04       2.287964e-04       3.707429e-04       2.854947e-02       4.167172e-03       1.070595e-02
        9900       7.064212e-04       2.410556e-04       4.483297e-04       2.693412e-02       4.108282e-03       1.116348e-02
       10000       4.712091e-04       2.999887e-04       3.853759e-04       2.492631e-02       2.822595e-03       1.092298e-02
       10100       3.707784e-04       1.675099e-04       2.599450e-04       2.587805e-02       2.703118e-03       1.019784e-02
       10200       5.961783e-04       1.453567e-04       3.145501e-04       1.850187e-02       3.258898e-03       9.455126e-03
       10300       5.849948e-04       8.250535e-05       3.303684e-04       2.036390e-02       2.476729e-03       9.350665e-03
       10400       7.626673e-04       1.765295e-04       3.834742e-04       2.375986e-02       3.622565e-03       9.935639e-03
       10500       6.201197e-04       1.876438e-04       3.790340e-04       2.820223e-02       2.815525e-03       1.123863e-02
       10600       6.560530e-04       1.062921e-04       3.686788e-04       2.474326e-02       3.871224e-03       1.013738e-02
       10700       9.152676e-04       2.130222e-04       4.894786e-04       3.294301e-02       3.311150e-03       1.021725e-02
       10800       1.030479e-03       1.309206e-04       4.360584e-04       2.100390e-02       3.559501e-03       9.672102e-03
       10900       8.490531e-04       1.548127e-04       4.467568e-04       1.993079e-02       3.537989e-03       9.832852e-03
       11000       7.262742e-04       1.006618e-04       3.962953e-04       4.354683e-02       3.975288e-03       1.069278e-02
       11100       4.429093e-04       3.142448e-04       3.812035e-04       2.768665e-02       3.118945e-03       1.065519e-02
       11200       5.690477e-04       1.940154e-04       3.545765e-04       2.450765e-02       2.023114e-03       1.007254e-02
       11300       6.083398e-04       5.022398e-05       4.281608e-04       3.311123e-02       4.098847e-03       1.080684e-02
       11400       1.172239e-03       1.227630e-04       5.317461e-04       2.459012e-02       3.693949e-03       9.304266e-03
       11500       9.665735e-04       2.904633e-04       5.341228e-04       5.296784e-02       3.545747e-03       1.130516e-02
       11600       5.526883e-04       1.634347e-04       3.354698e-04       2.558558e-02       2.868392e-03       9.268530e-03
       11700       5.080108e-04       1.409131e-04       3.080313e-04       2.748729e-02       3.364620e-03       1.042060e-02
       11800       6.194706e-04       6.837715e-05       4.317703e-04       3.018930e-02       3.032732e-03       9.976768e-03
       11900       5.469067e-04       1.161548e-04       3.494864e-04       2.415694e-02       4.045594e-03       1.028351e-02
       12000       6.537523e-04       1.192750e-04       4.002709e-04       2.818429e-02       2.396655e-03       9.920109e-03
       12100       4.844878e-04       2.876939e-04       3.992381e-04       2.063521e-02       3.248373e-03       9.890136e-03
       12200       6.476120e-04       8.358045e-05       3.835124e-04       2.277670e-02       3.254213e-03       9.341677e-03
       12300       1.237434e-03       1.049785e-04       5.661218e-04       2.702613e-02       3.237681e-03       1.019381e-02
       12400       5.406170e-04       2.532352e-04       3.638245e-04       3.782849e-02       4.133652e-03       1.099769e-02
       12500       5.246688e-04       9.188696e-05       3.703942e-04       3.828904e-02       3.344803e-03       1.114728e-02
       12600       8.291859e-04       1.222369e-04       4.505977e-04       2.311785e-02       3.952672e-03       9.860894e-03
       12700       9.228749e-04       2.572907e-04       4.796812e-04       2.719650e-02       3.617614e-03       9.604044e-03
       12800       8.983404e-04       2.229177e-04       4.621609e-04       1.776977e-02       2.516993e-03       9.195359e-03
       12900       1.117235e-03       2.370421e-04       5.809083e-04       3.723564e-02       3.277716e-03       9.933701e-03
       13000       9.393719e-04       7.572097e-05       5.041451e-04       2.385866e-02       3.508080e-03       1.029058e-02
       13100       9.656375e-04       2.747883e-04       5.519417e-04       2.705906e-02       4.010872e-03       1.049268e-02
       13200       4.497987e-04       1.601002e-04       3.349700e-04       2.537461e-02       3.179157e-03       9.477120e-03
       13300       3.699961e-04       1.075946e-04       2.300320e-04       2.341818e-02       3.648515e-03       9.876208e-03
       13400       5.038836e-04       1.026673e-04       3.177835e-04       2.852741e-02       2.228703e-03       1.011902e-02
       13500       8.353754e-04       1.378542e-04       5.254700e-04       3.793205e-02       2.148323e-03       1.065460e-02
       13600       5.383409e-04       1.050284e-04       2.988243e-04       2.534519e-02       3.452287e-03       1.098646e-02
       13700       8.135079e-04       1.532749e-04       5.090827e-04       2.556124e-02       3.277584e-03       1.065397e-02
       13800       1.308001e-03       1.797996e-04       5.676086e-04       2.191479e-02       3.678312e-03       9.772638e-03
       13900       1.005339e-03       2.366508e-04       6.235030e-04       2.075584e-02       3.299724e-03       1.007964e-02
       14000       1.210975e-03       2.529077e-04       5.900489e-04       2.667361e-02       3.168448e-03       1.023966e-02
       14100       7.759277e-04       2.072786e-04       4.503765e-04       2.409610e-02       2.439747e-03       1.096912e-02
       14200       4.545096e-04       7.849922e-05       2.726716e-04       3.396562e-02       2.868556e-03       1.109656e-02
       14300       5.657844e-04       2.092531e-04       3.931448e-04       3.218994e-02       2.975710e-03       1.143002e-02
       14400       7.144761e-04       1.824145e-04       4.146596e-04       2.123593e-02       3.481554e-03       1.011198e-02
       14500       5.337762e-04       1.338184e-04       3.636250e-04       2.188672e-02       3.355736e-03       9.634795e-03
       14600       4.665462e-04       1.785408e-04       3.026484e-04       1.851486e-02       4.134352e-03       9.404221e-03
       14700       9.050702e-04       2.881667e-04       5.066367e-04       2.271121e-02       2.592616e-03       1.058519e-02
       14800       9.074494e-04       1.518300e-04       6.396983e-04       3.854004e-02       3.603498e-03       1.233043e-02
       14900       9.867804e-04       2.230139e-04       5.006230e-04       4.109528e-02       3.723857e-03       1.175819e-02
       15000       8.366553e-04       2.201098e-04       5.314831e-04       2.847624e-02       3.902051e-03       1.047280e-02
       15100       8.866926e-04       7.597035e-05       5.098627e-04       1.977640e-02       3.505900e-03       9.877775e-03
       15200       7.715716e-04       2.321166e-04       4.513106e-04       2.947008e-02       2.749422e-03       1.030990e-02
       15300       5.817010e-04       1.601475e-04       3.324124e-04       2.337142e-02       3.028154e-03       9.926058e-03
       15400       1.017576e-03       2.060361e-04       5.647184e-04       2.520983e-02       3.046509e-03       1.065466e-02
       15500       1.098283e-03       3.607063e-04       6.979129e-04       3.619219e-02       3.322376e-03       1.086914e-02
       15600       1.120982e-03       2.373221e-04       6.313232e-04       2.352488e-02       3.443507e-03       1.043798e-02
       15700       6.348365e-04       1.717935e-04       3.790581e-04       2.509764e-02       3.191574e-03       1.000872e-02
       15800       7.832007e-04       1.915544e-04       4.440800e-04       2.784225e-02       2.883275e-03       1.005863e-02
       15900       5.172771e-04       7.639364e-05       3.105168e-04       2.429550e-02       2.283112e-03       1.043975e-02
       16000       6.401953e-04       2.263740e-04       3.796654e-04       2.819860e-02       3.177064e-03       1.068596e-02
       16100       4.659285e-04       2.408188e-04       3.676132e-04       3.140728e-02       3.845046e-03       1.001466e-02
       16200       1.235553e-03       1.472893e-04       6.698311e-04       4.203215e-02       3.505218e-03       1.059137e-02
       16300       8.815580e-04       2.694862e-04       5.118407e-04       2.207810e-02       3.457533e-03       1.015929e-02
       16400       7.547921e-04       2.349018e-04       5.539296e-04       3.011530e-02       3.920643e-03       1.040070e-02
       16500       9.172019e-04       2.788426e-04       5.286455e-04       2.622548e-02       2.935463e-03       1.071142e-02
       16600       7.004327e-04       3.406755e-04       4.706458e-04       3.198440e-02       3.825504e-03       1.078280e-02
       16700       9.609024e-04       2.509396e-04       5.347780e-04       2.893699e-02       2.911693e-03       1.121221e-02
       16800       1.192909e-03       2.361094e-04       6.687091e-04       2.404547e-02       3.096947e-03       9.984271e-03
       16900       1.181367e-03       1.686078e-04       6.434026e-04       2.768092e-02       3.633699e-03       9.449991e-03
       17000       7.952209e-04       7.886995e-05       4.569160e-04       3.820984e-02       3.484416e-03       1.019319e-02
       17100       9.225971e-04       1.425195e-04       4.739094e-04       2.811873e-02       3.310255e-03       1.068672e-02
       17200       7.837882e-04       2.366355e-04       4.373795e-04       2.974277e-02       2.947681e-03       1.049665e-02
       17300       4.522495e-04       6.647034e-05       2.357718e-04       2.526991e-02       3.277992e-03       1.063704e-02
       17400       6.051528e-04       1.398968e-04       2.954471e-04       2.223395e-02       2.863067e-03       9.925088e-03
       17500       7.985418e-04       1.483646e-04       4.012467e-04       2.200198e-02       3.680824e-03       1.038031e-02
       17600       9.709026e-04       1.144305e-04       4.993240e-04       2.711986e-02       3.431968e-03       1.010931e-02
       17700       3.519997e-04       7.958527e-05       2.385167e-04       1.933120e-02       3.460646e-03       9.382317e-03
       17800       8.050575e-04       1.934194e-04       5.276126e-04       2.014165e-02       3.608589e-03       1.022017e-02
       17900       1.066241e-03       1.854911e-04       5.748719e-04       2.664507e-02       4.178138e-03       1.058884e-02
       18000       8.651068e-04       2.135215e-04       4.516153e-04       2.222092e-02       3.984070e-03       1.082684e-02
       18100       6.972350e-04       1.207208e-04       4.825603e-04       2.246415e-02       4.033246e-03       1.070157e-02
       18200       7.668645e-04       2.779166e-04       4.946366e-04       2.496603e-02       3.684247e-03       1.034421e-02
       18300       6.805828e-04       2.366496e-04       4.619723e-04       3.078413e-02       3.074658e-03       1.121800e-02
       18400       8.308195e-04       1.753748e-04       4.549805e-04       3.970375e-02       4.350038e-03       1.078386e-02
       18500       6.508874e-04       7.022173e-05       3.539239e-04       4.275718e-02       4.314083e-03       1.146985e-02
       18600       6.122858e-04       1.177045e-04       4.365157e-04       2.863648e-02       4.694635e-03       1.068215e-02
       18700       9.503905e-04       1.464517e-04       4.305901e-04       3.203109e-02       3.878994e-03       1.033025e-02
       18800       7.712618e-04       2.150578e-04       3.855862e-04       2.244414e-02       3.611422e-03       1.014902e-02
       18900       8.776180e-04       1.908616e-04       5.219091e-04       2.281665e-02       4.158989e-03       9.922806e-03
       19000       8.447478e-04       6.058245e-05       3.912746e-04       3.317979e-02       3.920509e-03       1.061304e-02
       19100       5.289486e-04       2.133344e-04       3.429158e-04       2.704648e-02       3.331430e-03       1.087469e-02
       19200       1.130383e-03       3.548485e-04       5.857487e-04       3.369311e-02       3.392223e-03       1.076657e-02
       19300       9.657658e-04       1.981008e-04       4.731717e-04       2.808210e-02       3.757717e-03       1.024740e-02
       19400       4.772602e-04       1.475094e-04       3.013811e-04       2.489046e-02       3.170881e-03       1.014494e-02
       19500       6.052436e-04       5.891242e-05       3.248828e-04       2.361268e-02       3.772176e-03       1.061685e-02
       19600       9.680134e-04       1.452255e-04       5.724194e-04       2.972312e-02       5.122641e-03       1.097190e-02
       19700       1.005730e-03       2.215719e-04       5.489533e-04       2.587848e-02       3.300356e-03       1.177695e-02
       19800       5.672213e-04       2.398600e-04       3.910188e-04       2.669133e-02       4.094426e-03       1.106385e-02
       19900       1.110933e-03       1.182482e-04       4.862105e-04       2.755169e-02       2.741980e-03       9.982385e-03
       20000       5.706811e-04       2.870375e-04       3.943527e-04       1.855450e-02       2.861748e-03       9.458719e-03
       20100       1.057445e-03       1.165450e-04       6.554790e-04       2.980859e-02       2.820125e-03       1.054411e-02
       20200       6.654246e-04       2.424276e-04       3.684808e-04       2.551161e-02       4.479145e-03       1.057065e-02
       20300       6.208205e-04       2.750680e-04       4.888922e-04       3.818068e-02       4.012524e-03       1.163741e-02
       20400       8.327978e-04       1.223480e-04       5.103437e-04       2.479566e-02       3.933280e-03       1.040653e-02
       20500       8.874222e-04       1.436455e-04       4.968806e-04       2.664174e-02       3.905926e-03       1.049770e-02
       20600       1.026208e-03       2.670925e-04       5.238615e-04       3.199455e-02       2.497544e-03       1.073819e-02
       20700       5.342730e-04       2.649686e-04       3.892721e-04       3.536642e-02       3.204897e-03       1.054765e-02
       20800       4.646125e-04       1.596245e-04       3.171367e-04       2.564806e-02       3.505262e-03       9.726071e-03
       20900       7.158193e-04       1.364883e-04       3.777125e-04       4.134342e-02       3.666981e-03       1.002470e-02
       21000       8.107951e-04       1.475005e-04       3.995996e-04       2.198184e-02       2.913927e-03       9.738871e-03
       21100       6.394536e-04       3.589072e-04       4.341074e-04       2.802430e-02       3.140459e-03       9.551515e-03
       21200       5.846093e-04       2.088867e-04       3.879975e-04       2.302102e-02       3.078531e-03       9.891826e-03
       21300       7.971596e-04       2.474717e-04       4.771184e-04       2.680565e-02       4.466572e-03       1.034766e-02
       21400       8.235082e-04       1.248709e-04       4.336080e-04       1.882751e-02       3.231834e-03       9.588759e-03
       21500       8.231436e-04       3.187914e-04       4.632499e-04       4.198361e-02       3.974543e-03       1.065314e-02
       21600       9.893613e-04       1.455187e-04       4.403636e-04       2.706864e-02       3.565099e-03       1.002478e-02
       21700       6.993907e-04       8.229500e-05       3.214795e-04       2.578083e-02       2.838726e-03       9.916641e-03
       21800       7.534036e-04       2.618256e-04       4.575014e-04       2.829184e-02       3.977080e-03       1.114781e-02
       21900       6.454466e-04       1.915798e-04       3.198885e-04       2.273407e-02       3.796570e-03       1.018354e-02
       22000       6.877512e-04       1.359336e-04       4.528860e-04       4.645077e-02       2.982595e-03       1.132262e-02
       22100       9.899525e-04       2.565250e-04       4.822171e-04       3.063114e-02       3.586323e-03       1.106013e-02
       22200       1.003876e-03       1.875180e-04       4.088173e-04       2.003665e-02       3.244687e-03       9.673660e-03
       22300       1.139598e-03       1.570143e-04       5.311212e-04       2.353783e-02       3.161148e-03       1.007242e-02
       22400       8.959860e-04       2.554993e-04       4.549605e-04       2.585673e-02       2.918569e-03       1.072822e-02
       22500       1.032714e-03       2.817372e-04       5.869398e-04       2.913292e-02       3.202180e-03       1.125557e-02
       22600       8.562055e-04       7.968680e-05       5.524959e-04       3.507183e-02       4.163431e-03       1.151269e-02
       22700       1.205476e-03       3.656878e-04       6.390734e-04       3.184475e-02       3.149041e-03       1.037661e-02
       22800       5.812128e-04       1.295988e-04       3.301066e-04       2.421912e-02       3.378663e-03       1.001510e-02
       22900       5.992083e-04       1.344515e-04       4.331725e-04       2.921547e-02       3.395580e-03       1.074106e-02
       23000       6.337242e-04       3.477080e-04       4.660886e-04       2.697203e-02       3.943060e-03       1.030911e-02
       23100       5.342505e-04       1.436216e-04       3.373093e-04       3.726864e-02       3.891190e-03       1.099366e-02
       23200       6.621736e-04       2.395091e-04       4.136012e-04       3.018396e-02       3.208756e-03       1.033691e-02
       23300       5.914771e-04       1.553726e-04       3.909406e-04       3.440870e-02       3.588670e-03       1.050228e-02
       23400       1.070552e-03       1.285267e-04       4.702237e-04       3.482973e-02       2.666257e-03       1.095688e-02
       23500       6.514468e-04       2.030844e-04       4.201272e-04       2.273253e-02       3.528308e-03       9.736223e-03
       23600       7.596763e-04       3.241735e-04       4.608432e-04       2.195934e-02       3.536923e-03       9.285653e-03
       23700       1.036829e-03       1.958617e-04       5.367557e-04       2.037118e-02       2.187010e-03       9.672477e-03
       23800       7.973850e-04       1.289883e-04       5.191625e-04       2.783816e-02       3.466819e-03       1.091521e-02
       23900       7.885495e-04       1.607720e-04       4.656333e-04       3.090959e-02       3.927035e-03       1.118410e-02
       24000       9.354341e-04       1.906751e-04       4.719893e-04       3.228958e-02       4.918849e-03       1.158036e-02
       24100       1.152396e-03       1.525283e-04       6.733393e-04       2.218269e-02       3.193044e-03       1.032381e-02
       24200       9.880460e-04       2.172729e-04       5.441209e-04       3.084349e-02       3.370722e-03       1.028146e-02
       24300       9.709945e-04       7.148788e-05       5.438806e-04       2.385918e-02       3.697547e-03       1.086486e-02
       24400       1.140392e-03       2.244778e-04       7.273522e-04       2.708771e-02       2.602686e-03       1.094011e-02
       24500       8.148254e-04       1.696095e-04       5.521733e-04       2.421708e-02       3.747280e-03       1.036939e-02
       24600       9.452558e-04       2.025851e-04       4.898086e-04       2.471641e-02       3.200580e-03       1.036493e-02
       24700       1.032147e-03       1.864205e-04       5.483472e-04       3.490629e-02       3.207966e-03       1.079220e-02
       24800       9.759877e-04       2.673686e-04       5.309998e-04       3.528928e-02       3.200734e-03       1.086728e-02
       24900       8.930271e-04       1.308779e-04       5.318820e-04       2.655208e-02       3.354510e-03       1.055419e-02
       25000       6.013081e-04       1.998886e-04       4.025619e-04       2.872166e-02       3.829002e-03       1.057342e-02
       25100       6.298259e-04       7.033114e-05       3.566210e-04       3.570563e-02       3.362836e-03       1.035610e-02
       25200       1.098563e-03       1.600034e-04       6.037112e-04       2.252118e-02       3.310357e-03       1.018628e-02
       25300       9.491553e-04       1.703975e-04       5.294085e-04       2.161431e-02       3.142772e-03       1.019108e-02
       25400       7.795012e-04       1.927964e-04       4.515245e-04       2.236709e-02       3.270009e-03       1.109770e-02
       25500       6.457005e-04       1.807339e-04       3.588717e-04       3.069166e-02       4.083987e-03       1.078584e-02
       25600       7.245022e-04       1.616292e-04       4.769411e-04       2.895926e-02       3.844681e-03       1.051974e-02
       25700       1.096043e-03       1.222105e-04       5.793415e-04       2.482388e-02       2.878334e-03       9.858794e-03
       25800       7.177826e-04       1.787402e-04       3.392179e-04       3.060439e-02       3.327725e-03       1.052791e-02
       25900       8.119537e-04       1.910798e-04       4.078375e-04       2.480200e-02       3.051724e-03       1.078514e-02
       26000       1.280151e-03       1.945674e-04       6.535689e-04       3.119047e-02       2.719664e-03       1.127850e-02
       26100       1.112905e-03       1.304087e-04       6.886699e-04       2.873962e-02       4.183077e-03       1.034644e-02
       26200       1.013677e-03       2.769071e-04       5.824903e-04       2.675773e-02       4.437813e-03       1.034654e-02
       26300       1.365988e-03       3.447806e-04       6.484800e-04       3.052727e-02       3.782328e-03       1.044523e-02
       26400       7.267947e-04       2.305871e-04       4.298186e-04       3.026877e-02       4.181555e-03       1.171931e-02
       26500       1.071245e-03       1.575915e-04       4.644978e-04       2.832841e-02       3.325772e-03       1.042287e-02
       26600       1.143987e-03       2.752514e-04       5.417288e-04       2.489787e-02       3.965432e-03       1.026440e-02
