#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
      135200       8.381665e-04       1.617863e-04       4.663562e-04       2.707789e-02       4.029287e-03       1.070587e-02
      135300       9.224040e-04       3.043931e-04       4.913941e-04       2.213668e-02       3.868007e-03       9.993948e-03
      135400       5.284060e-04       1.580575e-04       3.053102e-04       2.348884e-02       4.038296e-03       9.510588e-03
      135500       8.269064e-04       2.624546e-04       4.470915e-04       1.972922e-02       3.742857e-03       8.957041e-03
      135600       4.189012e-04       1.051359e-04       2.993195e-04       2.188743e-02       2.772425e-03       9.555592e-03
      135700       4.692322e-04       2.345126e-04       3.326173e-04       2.446560e-02       3.346040e-03       1.025967e-02
      135800       5.627734e-04       2.549175e-04       4.214469e-04       2.886651e-02       3.879932e-03       1.083151e-02
      135900       7.486228e-04       7.127971e-05       4.896987e-04       3.419040e-02       2.813928e-03       1.065560e-02
      136000       8.636387e-04       1.250580e-04       3.982921e-04       2.117541e-02       3.351221e-03       1.016072e-02
      136100       1.030586e-03       8.200779e-05       5.502850e-04       1.907745e-02       3.515211e-03       9.692499e-03
      136200       1.071231e-03       2.596571e-04       5.214723e-04       2.875001e-02       4.008338e-03       1.038759e-02
      136300       8.206628e-04       1.545176e-04       3.739441e-04       2.367654e-02       3.422973e-03       1.057271e-02
      136400       1.036453e-03       1.293924e-04       5.249853e-04       4.173929e-02       4.003781e-03       1.126996e-02
      136500       9.725823e-04       1.966009e-04       5.614446e-04       2.045782e-02       3.161780e-03       9.752526e-03
      136600       1.054314e-03       1.689465e-04       4.072068e-04       2.435480e-02       4.049219e-03       1.025209e-02
      136700       1.256612e-03       1.409849e-04       5.629111e-04       2.521967e-02       3.225121e-03       9.728840e-03
      136800       9.948586e-04       1.220705e-04       5.099563e-04       2.822571e-02       3.836846e-03       9.991612e-03
      136900       6.185351e-04       1.400089e-04       3.579686e-04       2.690719e-02       3.897718e-03       1.023936e-02
      137000       8.048508e-04       1.398294e-04       4.676852e-04       2.437224e-02       3.244899e-03       1.064319e-02
      137100       6.649239e-04       1.263932e-04       3.894454e-04       2.327522e-02       3.760722e-03       1.013096e-02
      137200       5.258342e-04       2.535449e-04       3.899767e-04       2.817809e-02       3.585639e-03       1.002853e-02
      137300       6.905123e-04       1.511727e-04       4.364623e-04       3.505000e-02       3.649096e-03       9.819593e-03
      137400       8.247548e-04       2.533196e-04       4.510431e-04       2.798727e-02       3.100853e-03       1.022690e-02
      137500       7.613837e-04       1.330268e-04       4.074850e-04       2.612208e-02       2.883479e-03       1.033730e-02
      137600       8.910781e-04       1.560543e-04       4.486016e-04       2.171080e-02       3.367828e-03       1.001865e-02
      137700       6.566083e-04       8.283977e-05       3.875271e-04       2.327444e-02       3.992260e-03       1.009335e-02
      137800       6.543841e-04       1.329334e-04       3.604034e-04       4.583479e-02       3.799599e-03       9.930510e-03
      137900       6.725710e-04       1.530630e-04       3.909744e-04       2.225180e-02       3.401462e-03       9.760600e-03
      138000       5.448289e-04       2.618979e-04       3.445697e-04       2.630998e-02       4.592703e-03       1.027094e-02
      138100       6.314971e-04       2.292687e-04       4.207519e-04       2.389769e-02       3.804941e-03       1.011809e-02
      138200       7.711763e-04       1.939609e-04       4.186050e-04       2.102412e-02       3.014537e-03       9.828910e-03
      138300       7.436610e-04       2.717790e-04       4.729417e-04       2.180634e-02       1.995279e-03       9.193973e-03
      138400       7.241834e-04       3.110566e-04       4.219852e-04       2.958759e-02       3.087256e-03       9.316537e-03
      138500       6.659540e-04       2.854016e-04       4.627895e-04       2.118540e-02       2.815953e-03       9.615721e-03
      138600       8.550178e-04       1.740419e-04       4.570280e-04       2.048082e-02       3.433977e-03       1.005914e-02
      138700       5.815478e-04       2.120807e-04       4.030681e-04       2.543112e-02       3.767892e-03       9.829574e-03
      138800       6.260476e-04       1.854978e-04       4.347764e-04       2.555599e-02       3.764611e-03       1.035231e-02
      138900       1.176236e-03       2.413738e-04       6.035433e-04       3.283591e-02       4.135526e-03       1.128657e-02
      139000       1.073632e-03       2.354387e-04       5.984406e-04       2.208098e-02       3.906320e-03       1.055873e-02
      139100       6.987392e-04       1.047844e-04       3.612671e-04       2.947032e-02       2.674851e-03       1.010866e-02
      139200       1.354991e-03       1.840937e-04       6.187320e-04       2.629159e-02       3.115953e-03       9.908977e-03
      139300       7.363012e-04       2.831036e-04       4.647351e-04       2.646682e-02       3.073407e-03       1.000401e-02
      139400       5.777481e-04       1.890773e-04       3.418239e-04       2.727556e-02       2.792916e-03       1.010501e-02
      139500       7.959135e-04       1.732168e-04       4.285337e-04       3.501994e-02       2.975685e-03       9.627571e-03
      139600       5.606180e-04       2.472735e-04       3.793877e-04       2.244161e-02       2.960599e-03       9.805274e-03
      139700       8.277304e-04       7.949965e-05       3.876320e-04       1.566233e-02       2.769976e-03       8.780457e-03
      139800       6.234276e-04       9.094584e-05       3.988838e-04       2.384627e-02       3.147835e-03       9.948746e-03
      139900       7.883567e-04       1.035520e-04       4.029090e-04       2.075092e-02       3.090726e-03       9.455515e-03
      140000       4.759451e-04       1.212975e-04       2.707492e-04       2.474987e-02       3.673860e-03       9.171952e-03
      140100       5.481460e-04       1.048927e-04       2.960196e-04       2.310049e-02       2.468432e-03       9.751878e-03
      140200       5.780138e-04       2.179638e-04       3.099215e-04       2.482599e-02       3.655793e-03       9.941477e-03
      140300       9.488548e-04       1.008713e-04       4.501173e-04       2.224686e-02       3.273820e-03       9.642704e-03
      140400       9.390679e-04       2.721547e-04       4.801605e-04       3.163142e-02       4.085345e-03       1.084029e-02
      140500       1.304602e-03       2.655890e-04       7.016418e-04       2.514251e-02       3.783290e-03       1.019325e-02
      140600       9.326590e-04       1.839294e-04       4.948752e-04       2.647100e-02       4.037875e-03       9.892642e-03
      140700       1.172517e-03       1.773641e-04       5.550916e-04       3.678249e-02       3.891093e-03       1.085606e-02
      140800       5.544903e-04       1.944797e-04       3.543666e-04       2.283550e-02       3.197245e-03       9.884593e-03
      140900       9.935519e-04       2.478206e-04       5.032405e-04       2.450084e-02       2.772076e-03       1.007267e-02
      141000       7.248449e-04       1.302183e-04       3.507368e-04       2.564198e-02       3.093711e-03       1.054072e-02
      141100       8.909074e-04       2.382735e-04       4.415075e-04       2.787911e-02       3.503179e-03       1.080325e-02
      141200       4.758514e-04       4.934547e-05       2.313291e-04       1.889392e-02       3.446658e-03       9.924851e-03
      141300       5.367091e-04       1.185983e-04       3.609901e-04       2.807467e-02       3.890303e-03       1.035862e-02
      141400       5.921934e-04       7.528934e-05       3.641873e-04       2.643388e-02       3.578881e-03       9.571502e-03
      141500       4.095782e-04       2.305290e-04       3.267680e-04       2.692373e-02       2.124636e-03       9.407360e-03
      141600       9.553478e-04       2.292494e-04       5.046928e-04       2.101541e-02       3.017522e-03       9.093266e-03
      141700       5.348952e-04       7.713152e-05       3.307816e-04       2.244833e-02       2.694139e-03       1.004981e-02
      141800       8.553416e-04       1.920079e-04       4.220708e-04       2.791337e-02       3.838179e-03       1.027409e-02
      141900       6.955608e-04       7.070034e-05       3.709234e-04       2.590196e-02       3.087964e-03       1.010386e-02
      142000       7.319025e-04       1.590171e-04       3.381888e-04       3.053059e-02       3.762012e-03       1.016184e-02
      142100       7.027953e-04       1.882216e-04       3.851301e-04       2.760107e-02       2.988511e-03       9.580254e-03
      142200       1.079790e-03       1.393826e-04       5.804822e-04       1.944123e-02       3.272608e-03       9.728501e-03
      142300       8.708791e-04       1.931396e-04       3.923574e-04       1.920217e-02       4.079485e-03       9.337433e-03
      142400       4.580948e-04       8.362208e-05       2.611968e-04       2.224759e-02       3.628594e-03       9.493380e-03
      142500       7.752481e-04       3.024745e-04       5.526220e-04       2.497039e-02       2.211565e-03       1.015696e-02
      142600       9.337030e-04       5.183251e-05       5.252070e-04       2.721810e-02       2.635092e-03       1.075649e-02
      142700       5.786997e-04       1.311073e-04       3.780940e-04       2.397720e-02       2.895575e-03       1.014816e-02
      142800       6.020862e-04       2.204121e-04       3.723222e-04       2.285635e-02       3.262287e-03       9.931014e-03
      142900       3.216098e-04       6.229742e-05       2.421421e-04       2.432059e-02       3.641719e-03       9.715405e-03
      143000       6.310986e-04       1.099429e-04       3.598892e-04       2.116092e-02       3.567117e-03       1.047375e-02
      143100       8.276928e-04       2.626479e-04       5.276199e-04       2.556008e-02       3.316081e-03       9.840202e-03
      143200       6.075824e-04       2.756855e-04       4.458850e-04       3.169975e-02       3.807573e-03       9.922742e-03
      143300       6.415323e-04       1.159670e-04       3.728056e-04       2.121455e-02       3.643754e-03       9.441267e-03
      143400       6.132043e-04       1.256219e-04       3.985259e-04       2.365781e-02       3.550810e-03       1.064794e-02
      143500       7.830030e-04       1.850604e-04       4.395156e-04       2.323538e-02       3.616785e-03       1.020328e-02
      143600       6.169873e-04       1.018582e-04       3.322971e-04       3.447058e-02       4.105750e-03       1.075705e-02
      143700       1.025713e-03       1.889195e-04       5.142169e-04       2.353445e-02       3.299930e-03       9.930534e-03
      143800       7.493539e-04       1.245601e-04       4.137112e-04       2.301767e-02       2.430656e-03       9.198652e-03
      143900       6.631477e-04       1.282814e-04       3.597767e-04       1.969801e-02       3.451500e-03       9.438410e-03
      144000       6.596165e-04       1.553013e-04       4.160300e-04       2.090400e-02       3.023982e-03       9.511986e-03
      144100       5.143526e-04       1.630467e-04       3.448838e-04       2.653788e-02       3.292633e-03       9.663152e-03
      144200       9.487033e-04       1.764885e-04       5.340096e-04       2.949333e-02       3.928438e-03       1.100095e-02
      144300       6.404394e-04       1.499273e-04       3.618199e-04       3.264527e-02       3.661630e-03       1.003564e-02
      144400       8.115739e-04       2.087921e-04       4.668937e-04       2.037899e-02       3.137035e-03       9.517262e-03
      144500       7.006450e-04       1.424469e-04       3.469109e-04       4.346104e-02       3.006775e-03       1.016597e-02
      144600       8.618611e-04       1.637974e-04       4.935589e-04       3.413926e-02       2.436826e-03       1.044863e-02
      144700       1.271305e-03       1.336428e-04       6.550882e-04       3.770484e-02       3.628174e-03       1.056695e-02
      144800       1.205409e-03       1.621369e-04       6.213744e-04       2.118214e-02       2.823723e-03       9.365925e-03
      144900       7.131187e-04       2.128397e-04       4.034722e-04       1.794655e-02       2.836156e-03       8.990508e-03
      145000       6.690211e-04       1.097188e-04       3.542936e-04       2.172705e-02       3.705474e-03       9.576162e-03
      145100       8.050679e-04       2.204362e-04       4.187000e-04       1.751842e-02       3.973237e-03       9.641875e-03
      145200       6.047041e-04       1.750584e-04       3.759052e-04       2.102462e-02       3.408126e-03       9.265846e-03
      145300       1.062129e-03       1.367279e-04       5.277372e-04       2.109353e-02       4.148504e-03       9.998233e-03
      145400       7.171331e-04       1.513616e-04       4.497349e-04       2.095034e-02       4.042077e-03       1.006609e-02
      145500       8.232093e-04       1.449985e-04       4.367327e-04       3.110102e-02       3.922049e-03       1.002739e-02
      145600       8.694122e-04       2.454753e-04       4.793251e-04       1.713812e-02       4.008177e-03       9.181947e-03
      145700       7.252906e-04       7.884961e-05       3.969796e-04       3.066860e-02       2.518586e-03       9.389614e-03
      145800       1.086639e-03       1.921541e-04       5.761182e-04       2.482006e-02       4.550568e-03       1.076108e-02
      145900       1.029604e-03       2.095332e-04       4.858238e-04       2.329057e-02       3.563805e-03       1.037622e-02
      146000       9.515752e-04       1.585546e-04       4.665994e-04       2.407463e-02       3.667567e-03       1.031526e-02
      146100       5.188271e-04       2.326591e-04       3.889208e-04       3.095895e-02       2.865870e-03       9.931241e-03
      146200       5.432511e-04       1.692155e-04       3.293591e-04       2.403913e-02       4.101586e-03       9.880333e-03
      146300       6.135613e-04       2.195834e-04       3.737442e-04       3.327276e-02       2.691121e-03       9.909231e-03
      146400       5.641856e-04       2.997127e-04       3.859549e-04       2.332259e-02       3.860097e-03       1.005457e-02
      146500       8.057975e-04       9.993137e-05       4.487377e-04       3.347297e-02       3.730517e-03       1.017757e-02
      146600       1.069591e-03       3.586794e-04       5.325478e-04       2.150520e-02       3.433152e-03       9.396683e-03
      146700       6.974379e-04       2.106294e-04       4.000599e-04       2.668058e-02       3.429525e-03       1.009362e-02
      146800       5.220001e-04       2.422774e-04       3.295699e-04       2.140073e-02       3.112022e-03       9.604694e-03
      146900       4.166998e-04       4.196089e-05       3.104896e-04       2.178822e-02       3.603569e-03       9.657566e-03
      147000       8.843387e-04       1.631008e-04       3.797854e-04       3.186500e-02       4.011240e-03       1.048320e-02
      147100       1.180671e-03       1.638284e-04       5.522394e-04       3.074429e-02       2.447170e-03       1.061337e-02
      147200       9.180460e-04       2.642053e-04       5.489562e-04       2.435783e-02       3.199905e-03       1.029732e-02
      147300       1.164988e-03       1.283556e-04       6.395488e-04       3.022286e-02       2.141719e-03       9.745075e-03
      147400       1.145791e-03       2.992178e-04       6.770872e-04       2.658967e-02       3.898417e-03       1.003545e-02
      147500       8.242713e-04       2.420719e-04       5.536694e-04       3.240873e-02       2.348947e-03       1.060880e-02
      147600       8.507796e-04       1.626871e-04       5.428812e-04       2.616509e-02       3.937237e-03       1.044642e-02
      147700       7.461985e-04       1.206502e-04       4.254093e-04       3.111722e-02       3.930868e-03       1.078317e-02
      147800       8.690845e-04       2.907752e-04       5.267681e-04       3.232068e-02       3.669284e-03       1.076010e-02
      147900       8.949934e-04       2.798007e-04       5.054173e-04       2.311660e-02       3.083991e-03       1.015352e-02
      148000       9.205102e-04       1.591835e-04       4.718603e-04       2.372618e-02       3.387941e-03       9.949748e-03
      148100       8.226704e-04       9.104828e-05       4.998775e-04       2.412292e-02       3.652176e-03       9.803996e-03
      148200       8.104687e-04       3.213500e-04       4.869991e-04       2.491464e-02       3.467563e-03       9.785508e-03
      148300       8.731239e-04       2.591863e-04       4.781838e-04       2.298657e-02       4.020287e-03       1.031881e-02
      148400       9.238874e-04       2.317082e-04       4.286660e-04       2.483785e-02       4.322935e-03       9.960650e-03
      148500       9.828129e-04       2.815939e-04       5.795873e-04       4.571602e-02       3.586753e-03       1.071709e-02
      148600       1.061315e-03       2.345026e-04       5.754206e-04       3.523583e-02       3.457585e-03       1.105739e-02
      148700       1.050390e-03       2.326943e-04       5.368488e-04       2.671137e-02       3.734669e-03       9.881248e-03
      148800       6.387569e-04       1.510488e-04       4.126210e-04       2.352642e-02       3.642402e-03       1.001530e-02
      148900       8.012350e-04       1.137058e-04       4.015916e-04       2.611226e-02       3.651628e-03       9.722689e-03
      149000       8.850139e-04       1.824137e-04       4.431388e-04       2.786604e-02       3.204337e-03       1.031176e-02
      149100       6.318019e-04       1.060171e-04       3.631267e-04       2.669909e-02       3.064430e-03       1.048573e-02
      149200       7.531940e-04       7.411082e-05       4.986971e-04       4.198953e-02       3.361973e-03       1.026148e-02
      149300       9.811467e-04       2.903622e-04       5.297409e-04       2.921768e-02       3.229729e-03       1.059588e-02
      149400       9.198357e-04       3.218292e-04       5.614584e-04       2.300035e-02       4.375007e-03       1.127733e-02
      149500       8.253750e-04       2.073918e-04       5.078382e-04       3.488333e-02       3.250393e-03       1.099233e-02
      149600       9.378519e-04       7.827731e-05       3.959601e-04       3.015937e-02       3.739013e-03       1.014998e-02
      149700       1.054447e-03       2.476758e-04       4.543799e-04       2.744996e-02       3.550590e-03       1.043135e-02
      149800       8.875455e-04       1.177974e-04       4.137611e-04       2.472495e-02       3.771308e-03       1.017140e-02
      149900       8.146435e-04       2.926363e-04       5.240396e-04       4.868379e-02       3.843966e-03       1.189394e-02
      150000       8.515425e-04       1.966118e-04       5.932581e-04       4.136625e-02       3.926015e-03       1.202541e-02
      150100       6.711710e-04       1.785655e-04       4.554530e-04       3.995009e-02       4.162593e-03       1.103835e-02
      150200       1.378071e-03       1.504032e-04       7.039344e-04       2.418213e-02       3.207680e-03       1.002759e-02
      150300       1.386820e-03       2.339774e-04       7.024756e-04       1.817443e-02       4.579285e-03       9.936697e-03
      150400       1.012062e-03       1.819391e-04       5.802916e-04       3.125609e-02       4.034159e-03       9.739766e-03
      150500       6.622454e-04       9.298601e-05       3.915427e-04       2.674828e-02       5.114030e-03       1.112103e-02
      150600       4.415743e-04       1.414955e-04       2.623345e-04       4.364198e-02       3.744231e-03       1.203157e-02
      150700       8.769868e-04       1.218860e-04       4.307323e-04       1.896113e-02       2.215270e-03       1.042881e-02
      150800       7.857200e-04       1.100933e-04       4.312651e-04       2.931711e-02       2.911763e-03       1.007438e-02
      150900       1.045838e-03       2.231285e-04       5.422660e-04       2.157329e-02       3.449597e-03       1.036394e-02
      151000       1.111180e-03       2.915832e-04       6.395307e-04       2.401700e-02       3.439870e-03       1.010182e-02
      151100       6.007395e-04       1.059655e-04       2.866496e-04       2.932964e-02       3.464829e-03       1.034355e-02
      151200       8.568764e-04       1.689080e-04       4.547283e-04       3.493656e-02       3.420532e-03       1.155676e-02
      151300       9.208342e-04       1.753560e-04       5.103856e-04       2.570597e-02       2.706764e-03       1.113090e-02
      151400       5.749913e-04       1.059418e-04       2.916510e-04       3.529495e-02       2.816428e-03       1.053619e-02
      151500       6.639065e-04       1.194478e-04       3.604066e-04       2.215350e-02       2.439079e-03       9.652885e-03
      151600       5.526812e-04       1.930850e-04       3.219992e-04       2.011218e-02       3.714771e-03       1.019207e-02
      151700       7.583091e-04       2.051265e-04       3.718670e-04       2.596907e-02       4.013641e-03       1.025250e-02
      151800       9.288531e-04       2.164405e-04       5.216897e-04       2.395740e-02       4.595063e-03       1.004684e-02
      151900       6.141627e-04       2.047528e-04       4.638662e-04       2.430511e-02       3.456015e-03       1.008614e-02
      152000       1.098888e-03       2.388873e-04       4.975334e-04       2.835570e-02       3.558468e-03       1.002389e-02
      152100       7.533714e-04       8.598030e-05       3.599967e-04       2.764645e-02       2.626664e-03       1.102210e-02
      152200       9.236982e-04       1.056419e-04       4.612407e-04       2.962816e-02       3.210969e-03       1.063732e-02
      152300       1.193231e-03       2.889085e-04       5.158619e-04       3.062289e-02       3.512091e-03       9.957748e-03
      152400       7.475371e-04       1.308562e-04       4.466182e-04       2.161278e-02       3.029444e-03       9.658826e-03
      152500       1.002121e-03       1.885441e-04       4.971576e-04       2.560830e-02       3.439522e-03       1.008984e-02
      152600       5.709343e-04       8.708918e-05       3.008328e-04       2.726232e-02       4.036361e-03       1.052755e-02
      152700       9.523051e-04       1.209117e-04       4.167382e-04       3.104328e-02       2.888286e-03       1.099882e-02
      152800       1.336657e-03       1.351702e-04       6.254476e-04       2.634391e-02       3.403419e-03       1.062030e-02
      152900       9.067788e-04       1.190764e-04       4.908457e-04       2.886183e-02       3.163656e-03       1.060266e-02
      153000       7.983259e-04       1.953095e-04       4.175090e-04       2.687474e-02       3.729654e-03       1.067382e-02
      153100       4.822848e-04       1.851827e-04       3.122770e-04       3.347529e-02       2.209937e-03       1.026829e-02
      153200       9.421472e-04       2.105744e-04       4.856714e-04       2.065190e-02       3.715432e-03       9.957615e-03
      153300       1.081085e-03       5.028885e-04       6.914688e-04       2.274729e-02       3.966720e-03       1.003491e-02
      153400       1.024391e-03       4.120704e-04       6.482847e-04       2.583653e-02       3.789150e-03       1.027795e-02
      153500       1.130164e-03       3.169833e-04       6.491297e-04       3.442616e-02       3.589195e-03       1.106513e-02
      153600       6.709896e-04       1.265708e-04       3.907698e-04       2.215347e-02       4.092702e-03       1.092759e-02
      153700       7.522146e-04       1.479849e-04       4.620056e-04       2.455297e-02       2.882594e-03       9.809794e-03
      153800       5.135196e-04       1.474240e-04       3.103824e-04       1.986966e-02       3.932475e-03       9.157939e-03
      153900       6.697223e-04       1.464975e-04       3.709772e-04       1.992596e-02       2.721477e-03       9.697548e-03
      154000       5.514665e-04       2.558299e-04       3.605160e-04       1.815740e-02       3.527553e-03       1.028551e-02
      154100       6.433474e-04       3.659686e-04       4.256910e-04       2.348647e-02       2.703117e-03       1.053262e-02
      154200       8.523445e-04       2.406149e-04       4.627153e-04       2.789399e-02       2.538021e-03       1.081996e-02
      154300       4.439280e-04       2.429130e-04       3.101572e-04       2.900758e-02       3.481906e-03       1.024517e-02
      154400       7.542995e-04       1.567905e-04       5.246556e-04       1.932842e-02       3.241538e-03       9.858823e-03
      154500       3.935331e-04       1.666381e-04       3.035914e-04       2.116185e-02       3.718531e-03       9.650133e-03
      154600       5.839052e-04       2.193928e-04       3.739782e-04       2.733090e-02       4.703997e-03       1.015419e-02
      154700       7.275757e-04       3.459616e-05       4.234810e-04       3.070694e-02       4.028409e-03       1.021735e-02
      154800       5.205756e-04       1.459959e-04       3.269935e-04       2.675601e-02       3.958146e-03       1.002942e-02
      154900       7.214356e-04       2.641525e-04       4.258182e-04       3.178576e-02       3.543895e-03       9.398219e-03
      155000       7.400443e-04       8.228290e-05       4.716720e-04       2.248540e-02       2.408740e-03       9.910426e-03
      155100       7.178784e-04       1.792682e-04       4.353274e-04       3.843115e-02       3.665281e-03       1.122694e-02
      155200       8.162417e-04       3.869665e-04       4.704493e-04       5.806947e-02       4.193343e-03       1.225912e-02
      155300       5.567190e-04       1.558151e-04       3.031337e-04       3.090823e-02       3.262149e-03       1.010377e-02
      155400       8.035539e-04       1.994170e-04       4.447272e-04       2.379591e-02       2.479585e-03       1.040998e-02
      155500       6.957917e-04       3.006952e-04       4.205374e-04       2.248305e-02       3.385696e-03       9.955820e-03
      155600       7.033531e-04       1.471466e-04       3.686407e-04       1.976831e-02       3.773567e-03       1.005421e-02
      155700       9.520242e-04       2.159737e-04       4.737094e-04       3.598165e-02       3.447064e-03       1.060090e-02
      155800       7.900251e-04       2.348931e-04       4.144504e-04       3.832741e-02       4.141832e-03       1.126557e-02
      155900       5.718309e-04       1.348912e-04       3.956575e-04       2.851613e-02       3.314361e-03       1.116934e-02
      156000       5.906103e-04       1.659425e-04       3.814188e-04       2.869287e-02       3.984968e-03       1.041252e-02
      156100       7.698298e-04       2.181342e-04       4.735819e-04       1.903637e-02       2.772413e-03       9.180827e-03
      156200       6.652894e-04       3.090283e-04       4.466307e-04       2.228092e-02       3.636511e-03       9.669026e-03
      156300       9.248544e-04       9.028387e-05       4.020824e-04       2.241892e-02       3.482308e-03       1.005939e-02
      156400       6.518672e-04       1.293748e-04       3.903999e-04       3.459096e-02       4.370184e-03       1.084326e-02
      156500       4.944577e-04       1.081361e-04       3.645029e-04       2.850824e-02       3.593748e-03       1.059021e-02
      156600       6.524699e-04       1.549546e-04       4.070779e-04       2.104278e-02       3.549153e-03       9.949931e-03
      156700       8.219973e-04       2.143451e-04       5.177528e-04       1.789167e-02       3.783862e-03       9.555541e-03
      156800       5.707277e-04       1.552962e-04       3.725990e-04       2.150260e-02       3.627813e-03       1.016052e-02
      156900       6.669712e-04       2.127080e-04       3.485386e-04       2.577560e-02       3.495037e-03       1.019591e-02
      157000       1.004759e-03       2.341749e-04       5.236516e-04       2.574999e-02       3.521351e-03       1.054482e-02
      157100       1.004734e-03       1.059953e-04       6.047903e-04       2.180889e-02       4.227750e-03       1.052212e-02
      157200       7.707698e-04       1.455205e-04       4.247636e-04       2.521326e-02       3.545734e-03       1.075370e-02
      157300       9.811664e-04       2.735652e-04       4.992511e-04       3.142596e-02       3.928954e-03       1.068212e-02
      157400       1.111479e-03       1.561476e-04       5.278080e-04       3.026181e-02       3.070206e-03       9.697025e-03
      157500       1.005126e-03       1.454416e-04       4.613163e-04       2.317396e-02       4.666081e-03       1.042354e-02
      157600       7.361510e-04       2.339028e-04       4.190026e-04       2.574057e-02       4.156560e-03       1.020361e-02
      157700       8.350475e-04       7.997862e-05       4.701693e-04       3.499495e-02       4.015571e-03       1.094197e-02
      157800       9.865895e-04       1.523623e-04       4.826180e-04       2.652256e-02       3.697679e-03       1.053178e-02
      157900       8.915740e-04       9.330604e-05       4.611680e-04       2.688026e-02       3.728957e-03       1.032631e-02
      158000       1.204085e-03       2.715259e-04       5.880594e-04       1.756191e-02       3.581035e-03       9.772456e-03
      158100       1.215732e-03       2.099059e-04       6.232153e-04       2.820821e-02       3.741609e-03       9.568535e-03
      158200       5.943183e-04       2.969618e-04       4.254457e-04       2.713867e-02       2.414952e-03       1.052228e-02
      158300       9.710754e-04       2.854665e-04       5.052351e-04       3.529217e-02       2.288622e-03       1.065486e-02
      158400       1.315698e-03       9.085884e-05       6.061092e-04       3.178711e-02       3.777777e-03       1.042990e-02
      158500       1.052390e-03       8.114660e-05       4.997093e-04       2.304950e-02       3.962185e-03       1.033626e-02
      158600       8.628630e-04       1.698522e-04       4.965943e-04       3.083776e-02       3.054707e-03       1.027312e-02
      158700       7.531690e-04       1.650946e-04       4.200191e-04       2.415706e-02       2.691474e-03       1.062230e-02
      158800       6.794244e-04       1.770196e-04       3.467056e-04       4.560439e-02       3.835788e-03       1.172858e-02
      158900       9.029188e-04       1.066894e-04       5.075534e-04       3.624500e-02       4.005832e-03       1.136738e-02
      159000       6.466832e-04       1.407313e-04       3.553974e-04       2.972955e-02       3.149190e-03       1.118029e-02
      159100       8.219452e-04       2.260598e-04       5.166380e-04       3.661794e-02       3.162115e-03       1.091556e-02
      159200       8.219250e-04       2.030395e-04       5.109427e-04       2.690897e-02       2.880320e-03       1.043803e-02
      159300       5.533672e-04       2.138746e-04       3.713821e-04       2.677115e-02       3.383683e-03       1.066696e-02
      159400       8.049112e-04       1.807988e-04       4.850746e-04       2.825093e-02       3.128986e-03       1.092245e-02
      159500       9.219648e-04       2.270619e-04       5.222942e-04       2.853602e-02       3.292520e-03       1.008882e-02
      159600       4.736206e-04       2.110365e-04       3.318553e-04       2.657455e-02       3.920976e-03       1.088744e-02
      159700       6.448827e-04       1.802949e-04       4.084430e-04       2.256718e-02       3.594301e-03       1.025951e-02
      159800       7.157623e-04       6.620323e-05       4.064984e-04       2.691681e-02       3.771770e-03       1.094773e-02
      159900       6.547250e-04       1.530639e-04       3.660471e-04       2.523183e-02       3.492050e-03       1.059011e-02
      160000       6.874794e-04       9.194346e-05       4.239753e-04       3.000234e-02       2.979251e-03       9.398443e-03
      160100       4.708388e-04       1.647915e-04       3.106355e-04       2.919230e-02       3.174787e-03       9.761152e-03
      160200       4.082567e-04       2.077848e-04       2.948765e-04       3.296961e-02       2.963315e-03       9.661578e-03
      160300       7.969701e-04       1.788810e-04       4.670217e-04       1.951143e-02       3.134581e-03       9.200647e-03
      160400       6.348017e-04       1.873145e-04       4.763938e-04       3.081381e-02       3.471172e-03       1.059141e-02
      160500       6.023470e-04       8.520620e-05       4.433525e-04       2.523000e-02       3.840433e-03       1.024677e-02
      160600       9.321229e-04       5.580311e-05       4.384695e-04       2.380709e-02       3.248381e-03       1.071171e-02
      160700       5.852657e-04       5.661658e-05       3.900238e-04       2.905180e-02       2.877262e-03       1.020047e-02
      160800       5.615718e-04       2.059605e-04       3.855882e-04       2.764642e-02       4.230104e-03       1.044181e-02
      160900       6.863002e-04       7.692249e-05       4.222165e-04       2.209625e-02       3.228641e-03       1.055989e-02
      161000       1.028290e-03       9.828024e-05       4.624553e-04       2.406400e-02       3.262683e-03       9.735071e-03
      161100       7.421089e-04       2.952004e-04       4.244465e-04       2.827174e-02       3.063905e-03       9.583987e-03
      161200       9.823284e-04       1.629010e-04       4.510141e-04       2.997891e-02       3.453633e-03       1.060091e-02
      161300       1.449523e-03       2.700585e-04       6.662893e-04       2.777687e-02       3.459552e-03       1.063513e-02
      161400       6.048993e-04       1.468323e-04       3.752497e-04       2.384841e-02       3.230591e-03       1.002064e-02
      161500       9.172739e-04       7.366522e-05       4.675149e-04       3.779124e-02       2.423225e-03       1.013095e-02
      161600       9.350327e-04       1.936263e-04       4.763220e-04       2.315177e-02       3.419892e-03       1.004532e-02
      161700       6.707794e-04       2.027489e-04       4.190547e-04       2.100388e-02       3.407128e-03       1.015936e-02
      161800       7.602093e-04       2.143249e-04       4.849727e-04       2.229971e-02       4.165708e-03       1.080668e-02
      161900       6.796917e-04       1.171748e-04       3.390363e-04       2.447590e-02       3.973479e-03       9.530200e-03
