#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
       26400       5.236842e-03       4.438340e-04       2.804439e-03       8.563675e-02       9.099374e-03       3.404091e-02
       26500       5.360866e-03       6.665052e-04       2.848208e-03       8.871100e-02       1.129447e-02       3.158270e-02
       26600       4.548417e-03       2.224938e-04       2.428790e-03       8.120023e-02       9.340180e-03       3.040377e-02
       26700       5.314359e-03       2.274027e-04       2.657745e-03       9.721101e-02       1.025762e-02       3.171132e-02
       26800       5.086607e-03       5.049410e-04       2.676165e-03       1.050195e-01       8.936627e-03       3.087266e-02
       26900       5.190440e-03       5.241877e-04       2.892672e-03       8.638526e-02       7.654518e-03       2.990933e-02
       27000       5.069119e-03       5.931905e-04       2.659349e-03       9.508741e-02       9.943185e-03       3.187240e-02
       27100       4.801774e-03       8.149521e-04       2.606607e-03       1.023653e-01       1.059149e-02       3.343762e-02
       27200       5.611016e-03       5.395383e-04       3.301315e-03       1.266710e-01       1.115023e-02       3.390217e-02
       27300       5.566204e-03       2.473718e-04       3.010678e-03       1.006795e-01       9.362218e-03       3.147883e-02
       27400       4.794124e-03       5.311184e-04       2.635759e-03       1.171021e-01       8.489065e-03       3.256912e-02
       27500       6.352297e-03       4.684097e-04       3.148056e-03       1.323011e-01       7.215040e-03       3.566992e-02
       27600       5.613294e-03       4.753470e-04       2.980698e-03       1.045327e-01       8.828612e-03       3.542032e-02
       27700       4.990520e-03       7.895356e-04       2.853820e-03       9.796124e-02       7.608383e-03       3.721499e-02
       27800       4.553824e-03       7.045610e-04       2.503791e-03       1.376748e-01       9.286322e-03       3.621985e-02
       27900       5.429013e-03       6.817643e-04       2.913935e-03       1.117814e-01       6.882557e-03       3.571773e-02
       28000       5.843948e-03       1.912771e-04       3.285796e-03       9.920261e-02       1.015369e-02       3.764987e-02
       28100       7.002058e-03       6.898841e-04       3.535711e-03       1.110990e-01       1.100127e-02       4.132927e-02
       28200       5.943242e-03       9.012303e-04       3.070362e-03       1.187359e-01       1.004116e-02       4.102487e-02
       28300       6.753965e-03       5.864879e-04       3.309030e-03       1.193446e-01       8.038165e-03       4.019664e-02
       28400       6.550029e-03       5.845434e-04       3.379590e-03       1.342936e-01       1.242692e-02       4.207722e-02
       28500       6.159299e-03       5.902070e-04       3.445281e-03       1.025287e-01       8.594840e-03       4.115395e-02
       28600       5.161004e-03       6.329802e-04       2.972829e-03       1.153065e-01       1.079495e-02       4.332602e-02
       28700       5.254891e-03       2.605313e-04       2.952158e-03       1.081478e-01       7.896864e-03       3.959817e-02
       28800       5.173526e-03       7.792136e-04       2.937011e-03       1.163337e-01       1.120501e-02       4.155765e-02
       28900       6.474192e-03       8.889863e-04       3.057908e-03       1.068461e-01       1.131056e-02       4.089396e-02
       29000       5.373997e-03       2.687092e-04       2.768380e-03       1.085559e-01       9.854179e-03       3.933139e-02
       29100       5.025646e-03       5.126664e-04       2.573199e-03       1.204896e-01       5.813829e-03       4.186327e-02
       29200       5.627633e-03       7.648277e-04       3.097219e-03       1.220379e-01       1.118615e-02       4.194941e-02
       29300       5.791712e-03       5.673240e-04       3.198264e-03       1.057982e-01       9.490566e-03       4.111571e-02
       29400       4.410009e-03       3.961346e-04       2.325460e-03       1.025929e-01       1.205896e-02       4.429864e-02
       29500       4.395660e-03       2.968170e-04       2.441957e-03       1.089373e-01       9.220407e-03       4.268816e-02
       29600       5.844647e-03       3.170235e-04       3.054647e-03       1.048121e-01       9.293080e-03       4.449955e-02
       29700       4.317923e-03       4.585500e-04       2.457533e-03       1.132247e-01       1.099503e-02       4.326983e-02
       29800       4.648476e-03       2.027436e-04       2.624906e-03       1.094251e-01       1.346501e-02       4.411927e-02
       29900       4.480547e-03       6.816978e-04       2.463611e-03       1.157852e-01       1.178401e-02       4.551234e-02
       30000       5.381940e-03       1.391781e-04       2.872994e-03       1.338909e-01       1.187015e-02       4.603101e-02
       30100       5.924838e-03       3.173218e-04       3.217927e-03       1.290175e-01       1.006802e-02       4.557682e-02
       30200       5.119429e-03       3.993128e-04       2.933081e-03       1.268035e-01       1.410103e-02       4.566734e-02
       30300       5.695709e-03       9.445857e-04       3.066176e-03       1.101767e-01       1.403862e-02       4.778132e-02
       30400       6.411552e-03       4.783324e-04       3.360000e-03       1.859034e-01       1.387861e-02       4.904509e-02
       30500       6.038445e-03       5.280644e-04       2.978004e-03       1.246839e-01       1.253683e-02       4.577636e-02
       30600       5.515434e-03       7.102067e-04       3.152645e-03       1.077821e-01       1.072779e-02       4.302838e-02
       30700       5.256423e-03       5.607730e-04       2.850297e-03       1.114753e-01       1.052142e-02       4.541619e-02
       30800       5.033837e-03       7.543292e-04       2.632094e-03       9.962717e-02       8.969503e-03       4.555398e-02
       30900       4.890415e-03       5.190444e-04       2.781668e-03       1.017212e-01       8.592636e-03       4.576954e-02
       31000       5.021323e-03       3.373574e-04       2.821326e-03       1.173437e-01       1.142104e-02       4.577607e-02
       31100       5.450365e-03       1.693374e-04       3.186074e-03       1.255492e-01       6.499545e-03       4.624530e-02
       31200       5.556274e-03       3.863595e-04       2.978692e-03       1.070536e-01       1.109323e-02       4.565369e-02
       31300       5.234295e-03       1.640222e-04       2.922202e-03       1.085045e-01       1.157267e-02       4.691162e-02
       31400       5.926209e-03       7.968359e-04       3.310585e-03       1.165826e-01       6.295186e-03       4.631627e-02
       31500       6.131161e-03       9.440787e-04       3.474153e-03       1.019290e-01       1.045305e-02       4.597827e-02
       31600       4.031051e-03       4.832465e-04       2.316338e-03       1.790783e-01       9.819123e-03       4.682730e-02
       31700       5.414860e-03       4.224768e-04       3.118074e-03       1.166831e-01       9.520366e-03       4.356705e-02
       31800       5.192300e-03       7.791753e-04       2.795510e-03       1.149353e-01       1.379338e-02       4.637189e-02
       31900       5.046495e-03       8.726099e-04       2.677861e-03       1.249851e-01       1.033105e-02       4.782855e-02
       32000       5.307181e-03       6.359197e-04       2.854746e-03       1.483915e-01       1.108705e-02       4.999516e-02
       32100       5.228968e-03       6.202341e-04       2.852868e-03       1.230645e-01       1.294928e-02       4.834515e-02
       32200       5.787425e-03       4.571119e-04       2.974186e-03       1.072533e-01       1.284038e-02       4.800008e-02
       32300       5.597101e-03       5.882082e-04       2.775968e-03       1.205893e-01       1.209906e-02       4.735732e-02
       32400       5.379676e-03       1.920692e-04       3.024379e-03       1.173148e-01       1.313804e-02       4.999655e-02
       32500       4.956057e-03       9.468374e-04       3.060367e-03       1.306555e-01       1.280289e-02       5.011042e-02
       32600       5.844365e-03       1.113704e-03       3.294501e-03       1.160646e-01       1.189255e-02       4.943384e-02
       32700       6.687117e-03       8.336503e-04       3.290991e-03       1.251547e-01       1.280075e-02       4.936390e-02
       32800       6.056827e-03       4.289121e-04       3.228568e-03       1.266314e-01       1.296814e-02       4.917800e-02
       32900       6.072215e-03       1.437818e-04       3.262020e-03       1.202136e-01       1.241210e-02       5.077757e-02
       33000       6.203097e-03       6.248700e-04       3.219084e-03       1.239252e-01       1.314696e-02       5.202727e-02
       33100       6.258538e-03       4.344140e-04       3.528701e-03       1.338174e-01       1.116915e-02       5.057168e-02
       33200       5.705865e-03       6.901991e-04       3.339711e-03       1.161170e-01       1.027276e-02       5.054827e-02
       33300       6.618163e-03       8.144092e-04       3.512700e-03       1.289573e-01       1.541803e-02       5.154914e-02
       33400       6.778977e-03       3.834967e-04       3.331120e-03       1.305287e-01       1.399459e-02       5.275604e-02
       33500       7.553517e-03       1.331048e-03       4.068783e-03       1.246332e-01       1.149799e-02       5.634732e-02
       33600       7.676557e-03       1.183828e-04       3.772297e-03       1.190431e-01       1.234121e-02       5.244856e-02
       33700       7.121950e-03       5.422973e-04       3.694074e-03       1.267310e-01       1.245665e-02       5.148836e-02
       33800       7.104366e-03       5.890170e-04       3.716363e-03       1.087931e-01       1.222559e-02       5.183383e-02
       33900       6.753562e-03       6.157273e-04       3.474986e-03       1.315449e-01       7.707314e-03       5.407445e-02
       34000       7.007438e-03       7.214798e-04       3.458895e-03       1.245998e-01       7.054597e-03       5.450122e-02
       34100       6.477190e-03       3.434507e-04       3.573025e-03       1.173377e-01       1.564929e-02       5.520580e-02
       34200       4.979803e-03       6.487309e-04       2.728673e-03       1.212534e-01       1.189371e-02       5.362060e-02
       34300       6.525054e-03       4.151596e-04       3.816719e-03       1.275571e-01       1.305545e-02       5.498977e-02
       34400       6.166077e-03       3.743407e-04       3.201138e-03       1.236950e-01       1.059151e-02       5.321109e-02
       34500       6.812052e-03       8.481943e-04       3.816010e-03       1.620673e-01       1.513500e-02       5.788607e-02
       34600       8.042033e-03       3.523866e-04       3.752685e-03       1.239009e-01       9.685019e-03       5.715075e-02
       34700       6.164148e-03       8.339619e-04       3.536534e-03       1.294011e-01       1.221168e-02       5.685586e-02
       34800       7.473751e-03       6.641287e-04       3.863185e-03       1.270323e-01       6.973560e-03       5.669819e-02
       34900       8.501621e-03       6.606780e-04       4.270640e-03       1.215379e-01       1.143811e-02       5.649942e-02
       35000       7.918729e-03       7.142248e-04       4.198555e-03       1.409617e-01       1.300405e-02       5.709499e-02
       35100       7.320150e-03       5.394013e-04       4.080892e-03       1.406066e-01       1.218667e-02       5.811427e-02
       35200       9.028682e-03       3.308056e-04       4.555497e-03       1.400171e-01       1.267350e-02       6.055041e-02
       35300       7.272527e-03       4.719061e-04       3.980519e-03       1.591670e-01       1.570212e-02       6.221110e-02
       35400       8.921775e-03       6.322804e-04       4.080622e-03       1.331992e-01       1.234143e-02       6.141499e-02
       35500       7.461125e-03       4.748988e-04       4.058267e-03       1.494583e-01       2.118631e-02       6.190514e-02
       35600       7.436704e-03       5.552147e-04       4.051495e-03       1.268204e-01       1.434442e-02       6.018163e-02
       35700       8.103490e-03       7.860967e-04       4.477384e-03       1.422215e-01       1.324951e-02       6.218036e-02
       35800       8.612402e-03       9.263515e-04       4.504592e-03       1.362103e-01       1.502912e-02       6.067416e-02
       35900       8.208008e-03       8.986751e-04       3.882269e-03       1.477181e-01       1.213843e-02       6.248736e-02
       36000       8.488821e-03       1.127180e-03       4.044783e-03       1.350705e-01       1.198430e-02       6.177812e-02
       36100       7.438210e-03       9.445802e-04       3.710750e-03       1.199960e-01       1.369640e-02       5.820622e-02
       36200       9.582690e-03       7.552721e-04       4.293839e-03       1.413005e-01       1.284398e-02       5.917584e-02
       36300       8.136018e-03       4.428212e-04       4.206141e-03       1.249849e-01       1.663669e-02       5.928355e-02
       36400       7.121317e-03       7.068975e-04       4.171454e-03       1.347464e-01       1.207328e-02       6.057261e-02
       36500       7.535338e-03       5.906482e-04       4.061250e-03       1.236976e-01       1.244487e-02       6.138796e-02
       36600       9.714094e-03       4.870616e-04       4.815642e-03       1.224037e-01       1.071105e-02       6.270305e-02
       36700       7.641457e-03       8.402649e-04       4.174294e-03       1.277176e-01       1.392959e-02       6.394570e-02
       36800       7.573673e-03       3.927749e-04       4.273210e-03       1.153601e-01       1.182034e-02       6.271204e-02
       36900       8.889886e-03       6.994839e-04       4.598806e-03       1.447035e-01       1.343820e-02       6.481047e-02
       37000       9.062774e-03       2.446536e-04       4.514275e-03       1.329523e-01       1.282998e-02       6.532146e-02
       37100       8.737426e-03       4.545495e-04       4.456007e-03       1.389673e-01       1.404903e-02       6.502028e-02
       37200       9.161754e-03       7.954540e-04       4.637472e-03       1.259528e-01       1.522858e-02       6.557138e-02
       37300       8.475623e-03       5.561767e-04       4.642660e-03       1.710264e-01       1.753042e-02       6.838008e-02
       37400       8.530234e-03       1.202701e-03       4.558874e-03       1.519744e-01       1.741345e-02       6.404046e-02
       37500       8.229079e-03       7.781576e-04       4.586272e-03       1.282344e-01       1.751875e-02       6.329416e-02
       37600       8.957681e-03       6.519041e-04       4.336372e-03       1.492883e-01       8.015418e-03       6.415937e-02
       37700       9.953727e-03       8.784769e-04       4.646994e-03       1.613959e-01       1.342235e-02       6.726043e-02
       37800       1.009479e-02       1.133402e-03       4.821550e-03       1.317655e-01       1.565487e-02       6.593459e-02
       37900       9.474431e-03       1.348269e-03       5.342886e-03       1.846310e-01       1.549138e-02       6.701830e-02
       38000       1.079576e-02       8.283286e-04       5.610720e-03       1.397388e-01       1.739060e-02       6.778954e-02
       38100       1.078356e-02       3.349568e-04       5.311770e-03       1.561503e-01       1.673731e-02       6.777720e-02
       38200       8.681098e-03       9.877820e-04       4.812742e-03       1.296508e-01       1.731762e-02       6.595008e-02
       38300       9.023827e-03       1.250278e-03       5.181909e-03       2.068552e-01       1.783583e-02       7.088898e-02
       38400       9.911082e-03       3.244521e-04       5.449701e-03       1.363654e-01       1.149447e-02       7.047798e-02
       38500       1.171511e-02       9.880744e-04       6.031336e-03       1.438197e-01       1.720332e-02       7.335661e-02
       38600       1.125973e-02       4.550247e-04       6.034108e-03       1.422631e-01       1.485406e-02       7.220701e-02
       38700       1.244781e-02       1.027773e-03       6.058045e-03       1.467992e-01       1.953310e-02       7.306438e-02
       38800       1.103086e-02       6.057417e-04       6.047927e-03       1.318703e-01       1.384672e-02       7.299333e-02
       38900       1.171309e-02       1.241641e-03       6.399034e-03       1.425322e-01       1.290754e-02       7.549916e-02
       39000       1.334647e-02       1.087563e-03       6.745423e-03       1.377350e-01       1.576773e-02       7.419407e-02
       39100       1.123641e-02       5.568593e-04       6.194446e-03       1.689024e-01       1.521154e-02       7.765748e-02
       39200       1.237952e-02       3.767848e-04       6.382164e-03       1.420085e-01       1.021328e-02       7.524882e-02
       39300       1.397071e-02       3.372709e-04       7.014243e-03       1.531542e-01       1.487860e-02       7.750470e-02
       39400       1.245691e-02       5.331567e-04       6.487757e-03       1.563661e-01       2.213707e-02       7.768056e-02
       39500       1.096618e-02       3.192220e-04       6.134205e-03       1.875718e-01       1.870723e-02       7.850060e-02
       39600       1.193250e-02       4.976131e-04       6.109609e-03       1.536384e-01       1.597986e-02       7.518727e-02
       39700       1.523699e-02       3.612706e-04       6.870964e-03       1.637360e-01       1.389265e-02       7.778461e-02
       39800       1.387142e-02       7.259340e-04       6.515657e-03       1.604093e-01       9.889757e-03       7.860548e-02
       39900       1.204130e-02       1.228842e-03       6.265202e-03       1.583381e-01       9.338951e-03       7.767057e-02
       40000       1.307397e-02       6.523163e-04       6.777242e-03       1.595886e-01       1.297007e-02       7.918360e-02
       40100       1.176280e-02       7.577917e-04       6.531472e-03       1.400522e-01       1.745839e-02       7.979129e-02
       40200       1.209925e-02       7.986568e-04       6.387795e-03       1.493032e-01       1.179299e-02       7.798138e-02
       40300       1.111603e-02       1.989824e-04       6.001611e-03       1.550075e-01       1.716119e-02       7.646934e-02
       40400       1.273450e-02       1.772414e-03       6.298280e-03       1.599583e-01       7.510892e-03       7.497823e-02
       40500       1.300853e-02       1.417863e-03       6.318648e-03       1.467849e-01       9.859241e-03       7.685232e-02
       40600       1.132683e-02       5.919784e-04       6.301964e-03       1.642776e-01       1.662898e-02       7.662953e-02
       40700       1.253356e-02       1.827398e-04       6.693868e-03       1.377412e-01       1.656384e-02       7.722309e-02
       40800       1.210007e-02       3.515329e-04       6.360609e-03       1.945648e-01       1.605155e-02       7.554442e-02
       40900       1.274087e-02       5.330268e-04       6.909266e-03       1.506752e-01       1.664728e-02       7.676174e-02
       41000       1.362498e-02       4.490085e-04       7.139624e-03       1.680729e-01       1.442802e-02       7.445424e-02
       41100       1.268278e-02       4.993650e-04       6.889584e-03       1.482577e-01       1.027656e-02       7.573983e-02
       41200       1.172960e-02       7.937988e-04       6.323453e-03       2.006162e-01       1.159165e-02       7.602575e-02
       41300       1.275500e-02       9.943618e-04       6.369737e-03       1.663925e-01       1.727556e-02       7.873556e-02
       41400       1.226600e-02       9.203496e-04       6.335233e-03       1.709444e-01       1.655425e-02       7.671455e-02
       41500       1.211288e-02       7.431433e-04       5.954521e-03       1.894184e-01       1.072105e-02       7.547537e-02
       41600       1.174653e-02       7.751136e-04       6.180865e-03       1.656821e-01       1.466293e-02       7.470829e-02
       41700       1.378419e-02       4.587504e-04       6.866079e-03       1.667240e-01       1.686105e-02       7.885477e-02
       41800       1.376842e-02       4.830439e-04       7.149567e-03       1.830235e-01       2.043424e-02       8.014251e-02
       41900       1.387616e-02       8.843011e-04       6.879061e-03       1.926716e-01       2.130321e-02       8.190780e-02
       42000       1.251796e-02       1.155606e-03       6.532714e-03       1.407879e-01       1.227658e-02       7.773551e-02
       42100       1.368721e-02       1.085362e-03       6.739474e-03       1.624980e-01       1.453243e-02       7.860879e-02
       42200       1.222386e-02       5.756465e-04       6.424749e-03       1.526751e-01       1.626944e-02       7.929699e-02
       42300       1.256590e-02       8.238281e-04       6.536084e-03       1.454230e-01       1.477120e-02       7.949642e-02
       42400       1.307142e-02       6.523452e-04       6.712145e-03       1.367065e-01       1.574631e-02       7.958857e-02
       42500       1.317855e-02       7.237925e-04       6.860172e-03       1.557163e-01       1.363597e-02       8.364401e-02
       42600       1.404329e-02       8.752833e-04       7.163041e-03       1.743800e-01       8.670020e-03       8.241772e-02
       42700       1.241805e-02       6.267942e-04       6.578065e-03       1.542843e-01       1.806664e-02       8.012699e-02
       42800       1.425003e-02       1.359851e-03       7.070103e-03       1.654010e-01       1.374818e-02       7.798016e-02
       42900       1.506058e-02       5.149458e-04       7.303591e-03       1.460659e-01       1.825007e-02       8.229416e-02
       43000       1.562467e-02       1.343908e-03       7.575932e-03       1.705273e-01       1.482944e-02       8.369744e-02
       43100       1.496087e-02       6.608701e-04       7.630006e-03       1.623660e-01       2.671051e-02       8.438553e-02
       43200       1.438589e-02       8.676069e-04       7.469292e-03       1.689537e-01       1.333327e-02       8.722025e-02
       43300       1.378933e-02       8.519848e-04       7.479679e-03       1.707409e-01       2.119189e-02       8.151441e-02
       43400       1.270783e-02       7.403502e-04       7.099835e-03       1.760370e-01       1.400083e-02       8.589406e-02
       43500       1.322436e-02       8.882484e-04       7.379772e-03       1.634812e-01       2.551142e-02       8.453096e-02
       43600       1.474958e-02       1.711413e-03       7.613309e-03       1.639935e-01       1.658244e-02       8.695088e-02
       43700       1.377612e-02       1.975635e-03       7.848894e-03       1.523160e-01       1.957994e-02       8.318907e-02
       43800       1.352196e-02       1.005534e-03       6.844509e-03       1.964016e-01       2.402618e-02       8.397520e-02
       43900       1.561886e-02       1.055221e-03       7.301193e-03       1.660209e-01       1.720652e-02       8.249199e-02
       44000       1.520751e-02       1.617568e-03       7.451966e-03       1.824867e-01       1.561913e-02       8.315671e-02
       44100       1.250364e-02       1.544576e-03       6.881135e-03       1.500177e-01       2.347452e-02       8.106425e-02
       44200       1.183601e-02       6.321426e-04       6.509871e-03       1.739586e-01       2.392928e-02       8.464687e-02
       44300       1.249216e-02       8.280946e-04       6.927413e-03       1.655937e-01       1.186216e-02       8.455088e-02
       44400       1.392835e-02       3.345158e-04       7.410273e-03       1.687431e-01       1.242858e-02       8.512166e-02
       44500       1.490689e-02       7.095242e-04       7.597206e-03       1.570021e-01       2.468045e-02       8.333839e-02
       44600       1.492908e-02       4.840163e-04       7.874190e-03       1.563334e-01       1.797662e-02       8.578671e-02
       44700       1.389495e-02       6.261283e-04       7.929605e-03       1.700916e-01       1.627997e-02       8.655478e-02
       44800       1.487389e-02       1.187500e-03       8.100355e-03       1.627484e-01       1.489923e-02       8.421585e-02
       44900       1.650361e-02       8.294120e-04       8.334450e-03       1.589659e-01       1.398423e-02       8.477066e-02
       45000       1.586057e-02       9.266704e-04       8.264867e-03       1.489782e-01       9.866300e-03       8.536628e-02
       45100       1.524761e-02       1.148600e-03       7.991252e-03       1.605341e-01       1.553516e-02       8.511059e-02
       45200       1.361839e-02       6.830637e-04       7.480003e-03       1.734202e-01       1.699102e-02       8.345253e-02
       45300       1.462085e-02       9.513923e-04       7.887101e-03       1.487330e-01       1.390453e-02       8.602392e-02
       45400       1.488703e-02       4.256766e-04       7.818829e-03       1.613457e-01       1.870435e-02       8.686872e-02
       45500       1.433693e-02       6.316964e-04       7.854439e-03       1.465702e-01       1.873897e-02       8.538134e-02
       45600       1.416178e-02       6.910399e-04       7.913078e-03       1.572122e-01       1.741560e-02       8.656294e-02
       45700       1.469028e-02       1.373278e-03       8.121211e-03       1.428603e-01       1.816649e-02       8.635021e-02
       45800       1.440669e-02       7.594333e-04       8.293671e-03       1.362123e-01       2.348840e-02       8.634793e-02
       45900       1.501026e-02       2.369673e-04       7.959865e-03       1.355435e-01       2.125712e-02       8.479119e-02
       46000       1.685238e-02       7.044652e-04       8.382445e-03       1.549614e-01       2.525373e-02       8.809101e-02
       46100       1.488541e-02       4.216961e-04       8.508246e-03       1.604581e-01       2.568825e-02       9.025068e-02
       46200       1.674738e-02       8.646226e-04       8.304747e-03       1.629681e-01       2.255432e-02       9.005625e-02
       46300       1.573440e-02       1.045607e-03       8.382726e-03       1.808564e-01       2.848223e-02       8.858253e-02
       46400       1.629412e-02       4.201915e-04       8.239170e-03       1.504769e-01       2.325825e-02       9.022781e-02
       46500       1.573699e-02       7.705659e-04       8.441831e-03       1.718218e-01       1.987039e-02       9.169453e-02
       46600       1.613931e-02       5.000462e-04       8.714689e-03       1.720016e-01       1.499701e-02       9.165294e-02
       46700       1.558361e-02       2.514017e-04       8.328791e-03       1.686363e-01       1.453507e-02       8.848853e-02
       46800       1.592430e-02       7.682931e-04       8.694633e-03       1.830647e-01       1.734546e-02       9.018652e-02
       46900       1.537970e-02       1.551946e-03       8.247064e-03       1.811533e-01       1.939182e-02       9.064941e-02
       47000       1.531117e-02       1.107198e-03       8.521507e-03       1.805930e-01       2.562074e-02       8.937220e-02
       47100       1.539608e-02       5.767872e-04       8.141688e-03       1.790480e-01       2.979300e-02       8.999521e-02
       47200       1.470373e-02       8.071601e-04       8.148463e-03       1.917120e-01       2.350970e-02       9.182090e-02
       47300       1.448405e-02       9.931913e-04       8.382892e-03       1.569862e-01       2.278988e-02       8.916568e-02
       47400       1.688988e-02       9.421678e-04       8.697446e-03       1.703216e-01       1.712562e-02       8.829812e-02
       47500       1.721280e-02       1.381470e-03       8.776313e-03       1.788244e-01       9.902750e-03       9.287877e-02
       47600       1.537207e-02       1.028044e-03       8.509529e-03       1.663067e-01       2.943280e-02       8.987353e-02
       47700       1.472552e-02       9.542755e-04       8.376983e-03       1.499956e-01       1.806662e-02       8.912784e-02
       47800       1.612331e-02       5.590656e-04       8.242430e-03       1.787537e-01       2.031236e-02       8.839521e-02
       47900       1.565678e-02       9.390456e-04       8.197759e-03       1.724203e-01       2.634032e-02       9.135131e-02
       48000       1.553452e-02       3.431943e-04       8.481848e-03       1.461106e-01       1.807488e-02       8.832517e-02
       48100       1.532162e-02       1.702075e-03       8.277234e-03       1.630141e-01       2.409479e-02       9.044846e-02
       48200       1.647656e-02       1.501365e-03       8.170546e-03       1.627653e-01       2.080403e-02       9.020308e-02
       48300       1.525899e-02       3.557066e-04       7.986215e-03       1.836745e-01       1.744274e-02       8.922694e-02
       48400       1.541824e-02       5.411716e-04       8.435734e-03       1.693111e-01       1.475845e-02       9.089863e-02
       48500       1.416759e-02       1.027838e-03       8.025783e-03       1.709670e-01       1.961617e-02       8.867127e-02
       48600       1.432692e-02       1.144490e-03       8.024147e-03       2.112151e-01       2.026540e-02       9.122285e-02
       48700       1.554072e-02       5.354132e-04       8.314423e-03       1.579523e-01       1.891785e-02       8.741474e-02
       48800       1.727656e-02       1.267744e-03       8.448205e-03       1.730445e-01       1.808355e-02       8.927279e-02
       48900       1.711944e-02       6.692973e-04       8.436174e-03       1.656106e-01       2.022364e-02       8.639168e-02
       49000       1.628119e-02       8.156280e-04       8.623087e-03       1.608979e-01       2.090955e-02       8.884443e-02
       49100       1.811913e-02       9.874073e-04       8.903283e-03       1.668303e-01       2.164596e-02       9.099898e-02
       49200       1.574087e-02       4.027532e-05       8.575203e-03       1.654596e-01       1.772853e-02       9.351040e-02
       49300       1.541061e-02       1.147938e-03       8.356598e-03       1.622447e-01       2.573709e-02       8.805217e-02
       49400       1.461618e-02       1.120228e-03       8.449947e-03       1.717905e-01       2.048551e-02       9.120247e-02
       49500       1.659250e-02       5.408039e-04       8.439855e-03       1.589934e-01       1.982725e-02       9.057601e-02
       49600       1.570530e-02       3.191822e-04       8.387029e-03       1.679614e-01       1.344619e-02       9.201590e-02
       49700       1.453902e-02       1.214223e-03       8.432014e-03       1.613020e-01       1.653823e-02       9.103319e-02
       49800       1.565020e-02       5.750719e-04       8.256961e-03       1.839866e-01       1.566914e-02       9.163294e-02
       49900       1.558305e-02       1.278449e-03       8.219606e-03       1.619304e-01       1.031380e-02       8.928813e-02
