#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 239300      1.14e-01    1.13e-01      8.79e-04    6.28e-04      3.77e-02    3.73e-02    8.1e-06
 239400      1.12e-01    1.08e-01      7.57e-04    1.22e-04      3.72e-02    3.59e-02    8.1e-06
 239500      1.26e-01    1.13e-01      1.34e-04    1.12e-04      4.20e-02    3.75e-02    8.1e-06
 239600      1.18e-01    1.17e-01      5.75e-04    2.22e-04      3.91e-02    3.89e-02    8.1e-06
 239700      1.19e-01    1.16e-01      2.33e-03    2.17e-03      3.82e-02    3.73e-02    8.1e-06
 239800      1.19e-01    1.17e-01      5.62e-04    1.96e-04      3.95e-02    3.90e-02    8.1e-06
 239900      1.17e-01    1.16e-01      9.77e-04    1.28e-03      3.88e-02    3.82e-02    8.1e-06
 240000      1.13e-01    1.08e-01      2.66e-04    1.94e-04      3.94e-02    3.76e-02    7.3e-06
 240100      1.09e-01    1.14e-01      2.58e-04    3.62e-05      3.78e-02    3.98e-02    7.3e-06
 240200      1.03e-01    1.09e-01      1.56e-03    1.37e-03      3.50e-02    3.72e-02    7.3e-06
 240300      1.19e-01    1.01e-01      1.61e-04    4.98e-04      4.12e-02    3.50e-02    7.3e-06
 240400      1.09e-01    1.11e-01      6.22e-04    1.38e-03      3.79e-02    3.82e-02    7.3e-06
 240500      1.09e-01    1.16e-01      8.49e-04    6.80e-04      3.77e-02    4.02e-02    7.3e-06
 240600      1.11e-01    1.01e-01      5.92e-04    1.11e-03      3.86e-02    3.46e-02    7.3e-06
 240700      1.16e-01    1.12e-01      1.23e-03    7.26e-04      3.97e-02    3.88e-02    7.3e-06
 240800      1.11e-01    1.10e-01      3.39e-04    4.10e-04      3.85e-02    3.82e-02    7.3e-06
 240900      1.09e-01    1.10e-01      4.31e-04    1.54e-04      3.78e-02    3.82e-02    7.3e-06
 241000      1.12e-01    1.03e-01      1.11e-03    9.55e-04      3.87e-02    3.56e-02    7.3e-06
 241100      1.13e-01    1.08e-01      3.01e-04    4.02e-04      3.91e-02    3.76e-02    7.3e-06
 241200      1.16e-01    1.11e-01      6.21e-04    4.64e-04      4.02e-02    3.85e-02    7.3e-06
 241300      1.07e-01    1.12e-01      9.24e-04    7.47e-04      3.68e-02    3.88e-02    7.3e-06
 241400      1.09e-01    1.02e-01      6.62e-04    7.12e-04      3.79e-02    3.51e-02    7.3e-06
 241500      1.09e-01    1.01e-01      6.84e-04    1.01e-03      3.78e-02    3.48e-02    7.3e-06
 241600      1.17e-01    1.01e-01      1.84e-03    1.56e-03      3.98e-02    3.43e-02    7.3e-06
 241700      1.08e-01    1.06e-01      2.90e-04    3.12e-04      3.76e-02    3.68e-02    7.3e-06
 241800      1.14e-01    1.07e-01      5.33e-04    3.60e-04      3.96e-02    3.71e-02    7.3e-06
 241900      1.15e-01    1.15e-01      7.48e-04    4.95e-04      3.98e-02    3.98e-02    7.3e-06
 242000      1.11e-01    9.93e-02      4.23e-04    2.89e-04      3.85e-02    3.45e-02    7.3e-06
 242100      1.12e-01    1.16e-01      5.31e-04    1.35e-03      3.89e-02    3.97e-02    7.3e-06
 242200      1.11e-01    1.17e-01      8.66e-04    4.83e-04      3.84e-02    4.06e-02    7.3e-06
 242300      1.09e-01    1.13e-01      4.36e-04    1.70e-04      3.80e-02    3.93e-02    7.3e-06
 242400      1.13e-01    1.11e-01      3.82e-04    5.25e-04      3.93e-02    3.84e-02    7.3e-06
 242500      1.12e-01    1.08e-01      3.91e-04    7.62e-04      3.88e-02    3.74e-02    7.3e-06
 242600      1.10e-01    1.04e-01      5.08e-04    1.33e-03      3.81e-02    3.57e-02    7.3e-06
 242700      1.07e-01    1.01e-01      9.29e-05    7.27e-04      3.73e-02    3.50e-02    7.3e-06
 242800      1.08e-01    1.13e-01      3.05e-04    5.47e-04      3.75e-02    3.91e-02    7.3e-06
 242900      1.15e-01    1.12e-01      8.83e-04    1.10e-03      3.97e-02    3.85e-02    7.3e-06
 243000      1.14e-01    1.13e-01      3.51e-04    1.28e-04      3.98e-02    3.93e-02    7.3e-06
 243100      1.14e-01    1.10e-01      1.63e-03    9.77e-04      3.86e-02    3.80e-02    7.3e-06
 243200      1.06e-01    1.03e-01      9.80e-04    1.36e-03      3.63e-02    3.51e-02    7.3e-06
 243300      1.07e-01    1.11e-01      2.56e-04    4.13e-04      3.71e-02    3.84e-02    7.3e-06
 243400      1.11e-01    1.16e-01      1.71e-03    1.62e-03      3.77e-02    3.97e-02    7.3e-06
 243500      1.15e-01    1.04e-01      3.05e-04    1.20e-03      4.00e-02    3.57e-02    7.3e-06
 243600      1.15e-01    9.99e-02      2.93e-04    4.47e-04      4.00e-02    3.47e-02    7.3e-06
 243700      1.22e-01    9.92e-02      9.29e-04    1.05e-03      4.20e-02    3.41e-02    7.3e-06
 243800      1.12e-01    1.09e-01      7.29e-04    1.15e-03      3.89e-02    3.75e-02    7.3e-06
 243900      1.12e-01    1.11e-01      4.18e-04    1.98e-04      3.90e-02    3.86e-02    7.3e-06
 244000      1.05e-01    1.09e-01      8.92e-04    2.95e-04      3.61e-02    3.78e-02    7.3e-06
 244100      1.10e-01    1.14e-01      2.20e-04    4.31e-04      3.81e-02    3.96e-02    7.3e-06
 244200      1.08e-01    1.02e-01      3.67e-04    1.30e-04      3.73e-02    3.54e-02    7.3e-06
 244300      1.08e-01    1.19e-01      9.28e-04    4.84e-04      3.72e-02    4.15e-02    7.3e-06
 244400      1.12e-01    1.13e-01      9.18e-04    9.36e-04      3.88e-02    3.91e-02    7.3e-06
 244500      1.12e-01    1.07e-01      3.09e-04    1.87e-06      3.89e-02    3.71e-02    7.3e-06
 244600      1.17e-01    1.13e-01      6.00e-04    6.54e-04      4.04e-02    3.91e-02    7.3e-06
 244700      1.09e-01    1.05e-01      1.69e-03    1.77e-03      3.71e-02    3.54e-02    7.3e-06
 244800      1.13e-01    1.12e-01      1.08e-03    4.86e-04      3.90e-02    3.89e-02    7.3e-06
 244900      1.09e-01    1.15e-01      2.88e-04    6.50e-04      3.77e-02    3.98e-02    7.3e-06
 245000      1.09e-01    1.04e-01      8.24e-04    4.24e-04      3.95e-02    3.77e-02    6.6e-06
 245100      1.11e-01    1.10e-01      1.34e-03    1.09e-03      3.99e-02    3.95e-02    6.6e-06
 245200      1.13e-01    1.11e-01      1.79e-03    1.74e-03      3.99e-02    3.94e-02    6.6e-06
 245300      1.05e-01    1.07e-01      2.07e-03    2.43e-03      3.66e-02    3.68e-02    6.6e-06
 245400      1.06e-01    1.02e-01      3.26e-04    8.28e-04      3.85e-02    3.69e-02    6.6e-06
 245500      1.07e-01    1.11e-01      7.05e-04    3.33e-04      3.87e-02    4.04e-02    6.6e-06
 245600      1.09e-01    1.07e-01      1.34e-03    5.56e-04      3.92e-02    3.89e-02    6.6e-06
 245700      1.06e-01    1.02e-01      8.20e-04    7.08e-04      3.83e-02    3.70e-02    6.6e-06
 245800      1.08e-01    1.07e-01      1.50e-03    1.18e-03      3.87e-02    3.86e-02    6.6e-06
 245900      1.08e-01    1.07e-01      6.17e-04    3.00e-04      3.90e-02    3.89e-02    6.6e-06
 246000      1.11e-01    1.02e-01      7.38e-04    8.66e-04      4.00e-02    3.70e-02    6.6e-06
 246100      1.10e-01    1.11e-01      1.32e-03    9.86e-04      3.94e-02    4.02e-02    6.6e-06
 246200      1.02e-01    1.01e-01      8.20e-04    7.79e-04      3.68e-02    3.67e-02    6.6e-06
 246300      1.05e-01    1.11e-01      5.48e-04    1.33e-03      3.81e-02    3.97e-02    6.6e-06
 246400      1.09e-01    1.10e-01      8.24e-04    6.88e-04      3.95e-02    4.00e-02    6.6e-06
 246500      1.02e-01    1.00e-01      4.46e-04    2.45e-05      3.70e-02    3.64e-02    6.6e-06
 246600      1.03e-01    1.03e-01      1.05e-03    1.17e-03      3.69e-02    3.71e-02    6.6e-06
 246700      1.07e-01    1.10e-01      7.33e-04    4.50e-04      3.86e-02    4.00e-02    6.6e-06
 246800      1.03e-01    9.65e-02      1.02e-03    5.17e-04      3.71e-02    3.50e-02    6.6e-06
 246900      1.06e-01    1.03e-01      3.57e-04    2.42e-04      3.85e-02    3.75e-02    6.6e-06
 247000      1.13e-01    1.15e-01      4.37e-04    5.98e-04      4.12e-02    4.16e-02    6.6e-06
 247100      1.03e-01    1.10e-01      1.42e-03    1.45e-03      3.68e-02    3.93e-02    6.6e-06
 247200      9.93e-02    1.00e-01      8.02e-04    9.10e-04      3.59e-02    3.62e-02    6.6e-06
 247300      1.08e-01    9.67e-02      6.41e-04    7.84e-04      3.90e-02    3.50e-02    6.6e-06
 247400      1.07e-01    9.21e-02      1.81e-04    4.47e-05      3.88e-02    3.35e-02    6.6e-06
 247500      1.08e-01    1.10e-01      1.72e-04    1.79e-04      3.92e-02    3.99e-02    6.6e-06
 247600      1.14e-01    1.02e-01      7.73e-04    1.20e-03      4.13e-02    3.67e-02    6.6e-06
 247700      1.11e-01    1.07e-01      4.36e-04    8.18e-04      4.03e-02    3.86e-02    6.6e-06
 247800      1.05e-01    9.38e-02      3.38e-04    5.35e-04      3.82e-02    3.40e-02    6.6e-06
 247900      1.05e-01    1.02e-01      6.33e-04    1.50e-03      3.81e-02    3.62e-02    6.6e-06
 248000      1.06e-01    1.03e-01      1.27e-03    6.30e-04      3.78e-02    3.75e-02    6.6e-06
 248100      1.04e-01    1.07e-01      1.80e-04    2.32e-04      3.77e-02    3.89e-02    6.6e-06
 248200      1.09e-01    1.03e-01      1.10e-03    6.84e-04      3.94e-02    3.73e-02    6.6e-06
 248300      1.08e-01    9.21e-02      8.97e-04    3.15e-04      3.89e-02    3.35e-02    6.6e-06
 248400      1.10e-01    1.12e-01      6.56e-04    4.00e-04      3.98e-02    4.07e-02    6.6e-06
 248500      1.09e-01    1.07e-01      1.03e-03    3.16e-04      3.92e-02    3.88e-02    6.6e-06
 248600      1.06e-01    1.03e-01      1.30e-03    1.27e-03      3.78e-02    3.70e-02    6.6e-06
 248700      1.07e-01    1.06e-01      2.72e-04    4.69e-04      3.88e-02    3.85e-02    6.6e-06
 248800      1.07e-01    9.89e-02      5.13e-04    7.80e-04      3.88e-02    3.58e-02    6.6e-06
 248900      1.11e-01    1.02e-01      1.42e-03    6.54e-04      3.97e-02    3.70e-02    6.6e-06
 249000      1.04e-01    9.72e-02      1.99e-03    1.43e-03      3.64e-02    3.46e-02    6.6e-06
 249100      1.09e-01    1.06e-01      8.73e-04    1.39e-03      3.94e-02    3.80e-02    6.6e-06
 249200      1.08e-01    1.24e-01      1.66e-03    1.16e-03      3.84e-02    4.46e-02    6.6e-06
 249300      1.10e-01    1.12e-01      1.86e-03    4.77e-04      3.90e-02    4.07e-02    6.6e-06
 249400      1.01e-01    1.13e-01      2.00e-04    6.53e-05      3.68e-02    4.11e-02    6.6e-06
 249500      1.03e-01    9.95e-02      2.44e-04    4.21e-04      3.76e-02    3.61e-02    6.6e-06
 249600      1.08e-01    1.01e-01      5.93e-04    6.19e-04      3.93e-02    3.64e-02    6.6e-06
 249700      1.02e-01    1.06e-01      6.68e-04    3.71e-05      3.68e-02    3.85e-02    6.6e-06
 249800      1.07e-01    1.04e-01      4.56e-04    4.43e-05      3.88e-02    3.80e-02    6.6e-06
 249900      1.08e-01    1.10e-01      1.54e-04    2.03e-04      3.93e-02    4.02e-02    6.6e-06
 250000      1.04e-01    9.62e-02      1.96e-03    1.58e-03      3.82e-02    3.56e-02    5.9e-06
 250100      1.05e-01    9.54e-02      8.83e-04    1.01e-03      3.96e-02    3.59e-02    5.9e-06
 250200      9.89e-02    1.08e-01      1.36e-03    1.07e-03      3.69e-02    4.08e-02    5.9e-06
 250300      1.04e-01    1.03e-01      4.02e-04    3.23e-04      3.93e-02    3.90e-02    5.9e-06
 250400      1.04e-01    1.03e-01      2.14e-04    2.52e-04      3.93e-02    3.91e-02    5.9e-06
 250500      1.07e-01    1.03e-01      6.78e-04    1.15e-03      4.04e-02    3.89e-02    5.9e-06
 250600      9.93e-02    1.02e-01      4.35e-04    6.77e-04      3.77e-02    3.85e-02    5.9e-06
 250700      1.04e-01    1.00e-01      4.89e-04    1.99e-04      3.93e-02    3.80e-02    5.9e-06
 250800      1.02e-01    9.87e-02      6.88e-04    2.42e-06      3.86e-02    3.75e-02    5.9e-06
 250900      1.01e-01    1.04e-01      2.36e-04    6.50e-04      3.84e-02    3.94e-02    5.9e-06
 251000      1.04e-01    1.05e-01      1.66e-03    1.73e-03      3.86e-02    3.88e-02    5.9e-06
 251100      9.98e-02    9.80e-02      3.65e-04    4.83e-04      3.79e-02    3.72e-02    5.9e-06
 251200      1.04e-01    1.04e-01      3.68e-04    2.24e-04      3.93e-02    3.95e-02    5.9e-06
 251300      1.03e-01    9.89e-02      2.94e-04    1.01e-04      3.91e-02    3.76e-02    5.9e-06
 251400      1.05e-01    9.83e-02      5.62e-04    3.78e-04      3.96e-02    3.73e-02    5.9e-06
 251500      1.04e-01    1.02e-01      8.01e-04    3.48e-04      3.92e-02    3.86e-02    5.9e-06
 251600      9.78e-02    1.01e-01      4.62e-04    3.51e-04      3.71e-02    3.82e-02    5.9e-06
 251700      1.02e-01    9.85e-02      2.76e-04    1.45e-04      3.86e-02    3.74e-02    5.9e-06
 251800      1.04e-01    1.03e-01      3.27e-04    7.29e-04      3.94e-02    3.89e-02    5.9e-06
 251900      1.00e-01    9.57e-02      2.59e-04    3.50e-04      3.80e-02    3.63e-02    5.9e-06
 252000      1.02e-01    9.98e-02      8.82e-04    1.28e-04      3.83e-02    3.80e-02    5.9e-06
 252100      1.02e-01    9.59e-02      1.41e-03    1.44e-03      3.79e-02    3.57e-02    5.9e-06
 252200      1.05e-01    1.02e-01      9.66e-04    8.24e-04      3.93e-02    3.85e-02    5.9e-06
 252300      9.87e-02    9.39e-02      4.52e-04    1.26e-04      3.74e-02    3.57e-02    5.9e-06
 252400      1.02e-01    9.73e-02      1.02e-03    1.24e-03      3.84e-02    3.64e-02    5.9e-06
 252500      1.04e-01    1.06e-01      4.20e-04    2.82e-04      3.94e-02    4.01e-02    5.9e-06
 252600      1.04e-01    1.04e-01      1.11e-03    7.45e-04      3.89e-02    3.95e-02    5.9e-06
 252700      1.02e-01    9.21e-02      8.01e-04    8.75e-04      3.85e-02    3.47e-02    5.9e-06
 252800      1.04e-01    9.88e-02      9.75e-04    4.19e-04      3.91e-02    3.75e-02    5.9e-06
 252900      1.03e-01    8.71e-02      6.62e-04    1.13e-04      3.90e-02    3.31e-02    5.9e-06
 253000      9.68e-02    1.01e-01      2.43e-04    2.11e-04      3.68e-02    3.85e-02    5.9e-06
 253100      1.01e-01    9.75e-02      2.89e-04    1.76e-04      3.82e-02    3.71e-02    5.9e-06
 253200      1.04e-01    1.03e-01      3.67e-04    2.21e-04      3.95e-02    3.90e-02    5.9e-06
 253300      1.02e-01    9.56e-02      3.79e-04    1.12e-04      3.89e-02    3.63e-02    5.9e-06
 253400      9.89e-02    1.01e-01      2.75e-04    2.86e-04      3.75e-02    3.84e-02    5.9e-06
 253500      9.54e-02    9.32e-02      2.78e-04    3.37e-04      3.62e-02    3.54e-02    5.9e-06
 253600      1.04e-01    9.98e-02      5.71e-04    1.71e-05      3.94e-02    3.79e-02    5.9e-06
 253700      1.12e-01    1.02e-01      1.41e-03    1.33e-03      4.19e-02    3.81e-02    5.9e-06
 253800      1.04e-01    9.49e-02      1.11e-03    6.74e-04      3.93e-02    3.59e-02    5.9e-06
 253900      1.03e-01    9.38e-02      1.29e-03    8.88e-04      3.84e-02    3.54e-02    5.9e-06
 254000      9.86e-02    9.98e-02      3.01e-04    3.07e-04      3.74e-02    3.79e-02    5.9e-06
 254100      1.07e-01    9.17e-02      4.41e-04    1.94e-04      4.06e-02    3.49e-02    5.9e-06
 254200      9.73e-02    9.77e-02      2.35e-04    3.13e-04      3.69e-02    3.71e-02    5.9e-06
 254300      1.05e-01    1.08e-01      1.62e-04    1.04e-04      4.00e-02    4.09e-02    5.9e-06
 254400      1.05e-01    1.04e-01      2.29e-04    5.91e-04      3.98e-02    3.95e-02    5.9e-06
 254500      9.67e-02    1.04e-01      4.37e-04    3.37e-04      3.66e-02    3.94e-02    5.9e-06
 254600      1.03e-01    1.01e-01      4.27e-04    2.38e-04      3.90e-02    3.85e-02    5.9e-06
 254700      1.01e-01    1.06e-01      1.99e-04    4.42e-04      3.83e-02    4.01e-02    5.9e-06
 254800      1.02e-01    7.99e-02      3.13e-04    3.79e-04      3.89e-02    3.03e-02    5.9e-06
 254900      1.04e-01    1.05e-01      9.74e-04    5.26e-04      3.90e-02    3.98e-02    5.9e-06
 255000      9.62e-02    9.97e-02      2.14e-03    1.16e-03      3.63e-02    3.91e-02    5.3e-06
 255100      9.64e-02    9.11e-02      9.12e-04    4.85e-04      3.78e-02    3.61e-02    5.3e-06
 255200      1.00e-01    1.02e-01      3.36e-04    5.06e-04      3.99e-02    4.02e-02    5.3e-06
 255300      1.00e-01    8.78e-02      9.27e-04    8.17e-04      3.94e-02    3.46e-02    5.3e-06
 255400      9.24e-02    9.87e-02      6.83e-04    3.04e-05      3.65e-02    3.92e-02    5.3e-06
 255500      9.97e-02    9.57e-02      4.18e-04    1.60e-04      3.95e-02    3.80e-02    5.3e-06
 255600      9.47e-02    9.82e-02      5.23e-04    9.65e-04      3.75e-02    3.86e-02    5.3e-06
 255700      9.67e-02    9.48e-02      1.77e-04    2.16e-04      3.84e-02    3.76e-02    5.3e-06
 255800      9.92e-02    8.93e-02      4.05e-04    7.79e-05      3.93e-02    3.55e-02    5.3e-06
 255900      9.62e-02    9.88e-02      8.06e-04    8.16e-04      3.79e-02    3.90e-02    5.3e-06
 256000      1.00e-01    9.57e-02      2.93e-04    8.89e-05      3.98e-02    3.80e-02    5.3e-06
 256100      1.00e-01    9.97e-02      4.03e-04    3.35e-05      3.97e-02    3.96e-02    5.3e-06
 256200      9.45e-02    1.05e-01      1.89e-03    1.80e-03      3.61e-02    4.06e-02    5.3e-06
 256300      1.02e-01    9.90e-02      1.75e-04    3.68e-04      4.04e-02    3.93e-02    5.3e-06
 256400      9.58e-02    9.01e-02      1.03e-03    1.71e-03      3.76e-02    3.45e-02    5.3e-06
 256500      1.02e-01    9.70e-02      5.74e-04    2.66e-04      4.02e-02    3.85e-02    5.3e-06
 256600      1.04e-01    9.78e-02      3.30e-04    1.25e-04      4.11e-02    3.88e-02    5.3e-06
 256700      9.70e-02    8.74e-02      8.71e-04    3.91e-04      3.82e-02    3.46e-02    5.3e-06
 256800      9.36e-02    9.98e-02      7.63e-04    5.84e-04      3.69e-02    3.95e-02    5.3e-06
 256900      9.95e-02    8.99e-02      3.78e-04    5.98e-04      3.94e-02    3.55e-02    5.3e-06
 257000      9.86e-02    1.04e-01      1.19e-03    1.18e-03      3.86e-02    4.07e-02    5.3e-06
 257100      9.85e-02    9.90e-02      5.12e-04    9.83e-04      3.90e-02    3.89e-02    5.3e-06
 257200      9.44e-02    9.97e-02      9.02e-04    5.19e-04      3.71e-02    3.95e-02    5.3e-06
 257300      9.31e-02    1.00e-01      4.57e-04    2.21e-04      3.68e-02    3.98e-02    5.3e-06
 257400      9.81e-02    8.95e-02      1.97e-04    3.66e-05      3.89e-02    3.56e-02    5.3e-06
 257500      9.53e-02    9.17e-02      1.35e-03    7.98e-04      3.70e-02    3.62e-02    5.3e-06
 257600      1.01e-01    8.45e-02      7.67e-04    1.07e-03      3.99e-02    3.30e-02    5.3e-06
 257700      9.55e-02    8.98e-02      9.54e-04    3.54e-04      3.76e-02    3.56e-02    5.3e-06
 257800      9.82e-02    8.80e-02      7.80e-04    6.75e-04      3.87e-02    3.48e-02    5.3e-06
 257900      9.63e-02    9.15e-02      1.90e-04    2.81e-04      3.82e-02    3.63e-02    5.3e-06
 258000      1.02e-01    9.50e-02      1.26e-03    9.55e-04      3.98e-02    3.74e-02    5.3e-06
 258100      9.90e-02    9.86e-02      1.25e-03    1.15e-03      3.86e-02    3.86e-02    5.3e-06
 258200      9.90e-02    1.00e-01      9.17e-04    2.97e-04      3.89e-02    3.97e-02    5.3e-06
 258300      9.44e-02    9.82e-02      9.76e-04    9.42e-04      3.71e-02    3.87e-02    5.3e-06
 258400      9.71e-02    9.91e-02      3.53e-04    3.09e-05      3.85e-02    3.93e-02    5.3e-06
 258500      9.93e-02    9.92e-02      8.10e-04    4.74e-04      3.92e-02    3.93e-02    5.3e-06
 258600      8.96e-02    1.01e-01      3.04e-04    1.63e-05      3.55e-02    4.03e-02    5.3e-06
 258700      9.96e-02    9.21e-02      8.14e-04    3.77e-04      3.93e-02    3.65e-02    5.3e-06
 258800      1.01e-01    9.22e-02      4.28e-04    6.31e-04      4.02e-02    3.65e-02    5.3e-06
 258900      1.02e-01    9.27e-02      6.97e-04    9.86e-05      4.01e-02    3.68e-02    5.3e-06
 259000      1.04e-01    1.00e-01      1.74e-04    4.16e-04      4.12e-02    3.97e-02    5.3e-06
 259100      9.50e-02    9.84e-02      4.11e-04    5.40e-04      3.76e-02    3.89e-02    5.3e-06
 259200      9.56e-02    9.27e-02      2.31e-04    3.29e-04      3.79e-02    3.68e-02    5.3e-06
 259300      9.86e-02    1.05e-01      6.75e-04    6.75e-04      3.90e-02    4.15e-02    5.3e-06
